benchmark_id,sequence_id,step,net,type,status
subckt_0020,onpolicy:subckt_0020,1,asqrt[35],control0,ok
subckt_0020,onpolicy:subckt_0020,2,__aig_and_12752,observe,ok
subckt_0020,onpolicy:subckt_0020,3,__aig_and_12751,observe,ok
subckt_0020,onpolicy:subckt_0020,4,new_n5205,observe,ok
subckt_0020,onpolicy:subckt_0020,5,__aig_and_12668,control1,ok
subckt_0020,onpolicy:subckt_0020,6,__aig_and_12701,control1,ok
subckt_0020,onpolicy:subckt_0020,7,__aig_and_11859,observe,ok
subckt_0020,onpolicy:subckt_0020,8,__aig_and_11896,control1,ok
subckt_0020,onpolicy:subckt_0020,9,__aig_and_22962,observe,ok
subckt_0020,onpolicy:subckt_0020,10,__aig_and_12683,control0,ok
subckt_0020,onpolicy:subckt_0020,11,__aig_not_11851,control0,ok
subckt_0020,onpolicy:subckt_0020,12,__buf_split_12751,observe,ok
subckt_0020,onpolicy:subckt_0020,13,__aig_and_11907,control1,ok
subckt_0020,onpolicy:subckt_0020,14,new_n5604,control0,ok
subckt_0020,onpolicy:subckt_0020,15,__aig_not_8,control0,ok
subckt_0020,onpolicy:subckt_0020,16,__aig_and_2,control0,ok
subckt_0020,onpolicy:subckt_0020,17,__aig_and_22968,observe,ok
subckt_0020,onpolicy:subckt_0020,18,__aig_and_11864,observe,ok
subckt_0020,onpolicy:subckt_0020,19,__aig_and_11831,observe,ok
subckt_0020,onpolicy:subckt_0020,20,__aig_and_11824,observe,ok
subckt_0020,onpolicy:subckt_0020,21,__aig_and_11838,observe,ok
subckt_0020,onpolicy:subckt_0020,22,__aig_and_21813,observe,ok
subckt_0020,onpolicy:subckt_0020,23,__aig_and_11874,observe,ok
subckt_0020,onpolicy:subckt_0020,24,__aig_and_24132,observe,ok
subckt_0020,onpolicy:subckt_0020,25,new_n5238,control0,ok
subckt_0020,onpolicy:subckt_0020,26,__aig_not_12662,control0,ok
subckt_0020,onpolicy:subckt_0020,27,__aig_not_12648,control0,ok
subckt_0020,onpolicy:subckt_0020,28,__aig_not_12684,control0,ok
subckt_0020,onpolicy:subckt_0020,29,__aig_not_12745,control0,ok
subckt_0020,onpolicy:subckt_0020,30,__aig_and_12655,control1,ok
subckt_0020,onpolicy:subckt_0020,31,__aig_not_12679,control0,ok
subckt_0020,onpolicy:subckt_0020,32,__aig_not_12671,observe,ok
subckt_0038,onpolicy:subckt_0038,1,new_n47890_,control1,ok
subckt_0038,onpolicy:subckt_0038,2,new_n50721_,control1,ok
subckt_0038,onpolicy:subckt_0038,3,new_n48575_,observe,ok
subckt_0038,onpolicy:subckt_0038,4,new_n47885_,control0,ok
subckt_0038,onpolicy:subckt_0038,5,new_n47870_,control0,ok
subckt_0038,onpolicy:subckt_0038,6,__buf_split_15402,control0,ok
subckt_0038,onpolicy:subckt_0038,7,__buf_split_8,control0,ok
subckt_0038,onpolicy:subckt_0038,8,__buf_split_35,control0,ok
subckt_0038,onpolicy:subckt_0038,9,new_n50744_,control0,ok
subckt_0038,onpolicy:subckt_0038,10,__buf_split_29,control0,ok
subckt_0038,onpolicy:subckt_0038,11,__buf_split_28,control0,ok
subckt_0038,onpolicy:subckt_0038,12,new_n48729_,control1,ok
subckt_0038,onpolicy:subckt_0038,13,new_n47867_,control1,ok
subckt_0038,onpolicy:subckt_0038,14,__buf_split_32,control0,ok
subckt_0038,onpolicy:subckt_0038,15,__buf_split_6,control0,ok
subckt_0038,onpolicy:subckt_0038,16,__buf_split_7,control0,ok
subckt_0038,onpolicy:subckt_0038,17,__buf_split_5,control0,ok
subckt_0038,onpolicy:subckt_0038,18,__buf_split_13996,control0,ok
subckt_0038,onpolicy:subckt_0038,19,__buf_split_63,control0,ok
subckt_0038,onpolicy:subckt_0038,20,__buf_split_38,control0,ok
subckt_0038,onpolicy:subckt_0038,21,__buf_split_34499,control0,ok
subckt_0038,onpolicy:subckt_0038,22,__buf_split_41,control0,ok
subckt_0038,onpolicy:subckt_0038,23,__buf_split_23,control0,ok
subckt_0038,onpolicy:subckt_0038,24,__buf_split_25,control0,ok
subckt_0038,onpolicy:subckt_0038,25,__buf_split_22224,control0,ok
subckt_0038,onpolicy:subckt_0038,26,new_n48582_,control0,ok
subckt_0038,onpolicy:subckt_0038,27,new_n22321_,control0,ok
subckt_0038,onpolicy:subckt_0038,28,new_n22322_,control0,ok
subckt_0038,onpolicy:subckt_0038,29,new_n22195_,control0,ok
subckt_0038,onpolicy:subckt_0038,30,__buf_split_78,control0,ok
subckt_0038,onpolicy:subckt_0038,31,__buf_split_79,control0,ok
subckt_0038,onpolicy:subckt_0038,32,__buf_split_81,control0,ok
subckt_0045,onpolicy:subckt_0045,1,__aig_and_7138,observe,ok
subckt_0045,onpolicy:subckt_0045,2,__aig_and_7144,observe,ok
subckt_0045,onpolicy:subckt_0045,3,__aig_and_7148,observe,ok
subckt_0045,onpolicy:subckt_0045,4,new_n3832,observe,ok
subckt_0045,onpolicy:subckt_0045,5,new_n3824,observe,ok
subckt_0045,onpolicy:subckt_0045,6,__aig_and_1045,control1,ok
subckt_0045,onpolicy:subckt_0045,7,__aig_and_1027,control1,ok
subckt_0045,onpolicy:subckt_0045,8,__aig_and_973,control1,ok
subckt_0045,onpolicy:subckt_0045,9,__aig_and_1009,control1,ok
subckt_0045,onpolicy:subckt_0045,10,__aig_and_991,control1,ok
subckt_0045,onpolicy:subckt_0045,11,__aig_and_955,control1,ok
subckt_0045,onpolicy:subckt_0045,12,__aig_and_7142,control0,ok
subckt_0045,onpolicy:subckt_0045,13,__buf_split_746,control0,ok
subckt_0045,onpolicy:subckt_0045,14,__buf_split_733,control0,ok
subckt_0045,onpolicy:subckt_0045,15,__aig_not_7189,control0,ok
subckt_0045,onpolicy:subckt_0045,16,__aig_not_7185,control0,ok
subckt_0045,onpolicy:subckt_0045,17,__aig_not_7181,control0,ok
subckt_0045,onpolicy:subckt_0045,18,__aig_not_7193,control0,ok
subckt_0045,onpolicy:subckt_0045,19,__aig_not_981,control0,ok
subckt_0045,onpolicy:subckt_0045,20,__aig_not_7197,control0,ok
subckt_0045,onpolicy:subckt_0045,21,__aig_not_7129,control0,ok
subckt_0045,onpolicy:subckt_0045,22,__buf_split_755,control0,ok
subckt_0045,onpolicy:subckt_0045,23,__aig_and_7200,control1,ok
subckt_0045,onpolicy:subckt_0045,24,__aig_not_999,control0,ok
subckt_0045,onpolicy:subckt_0045,25,new_n3820,control0,ok
subckt_0045,onpolicy:subckt_0045,26,__buf_split_4117,control0,ok
subckt_0045,onpolicy:subckt_0045,27,__buf_split_723,control0,ok
subckt_0045,onpolicy:subckt_0045,28,__buf_split_749,control0,ok
subckt_0045,onpolicy:subckt_0045,29,new_n823,control0,ok
subckt_0045,onpolicy:subckt_0045,30,__buf_split_695,control0,ok
subckt_0045,onpolicy:subckt_0045,31,__buf_split_697,control0,ok
subckt_0045,onpolicy:subckt_0045,32,__aig_and_1005,control0,ok
subckt_0063,onpolicy:subckt_0063,1,__aig_and_11954,observe,ok
subckt_0063,onpolicy:subckt_0063,2,__aig_and_11960,observe,ok
subckt_0063,onpolicy:subckt_0063,3,__aig_and_11964,observe,ok
subckt_0063,onpolicy:subckt_0063,4,new_n6240,observe,ok
subckt_0063,onpolicy:subckt_0063,5,new_n6232,observe,ok
subckt_0063,onpolicy:subckt_0063,6,__aig_and_1965,control1,ok
subckt_0063,onpolicy:subckt_0063,7,__aig_and_1947,control1,ok
subckt_0063,onpolicy:subckt_0063,8,__aig_and_1929,control1,ok
subckt_0063,onpolicy:subckt_0063,9,__aig_and_1911,control1,ok
subckt_0063,onpolicy:subckt_0063,10,__aig_and_1893,control1,ok
subckt_0063,onpolicy:subckt_0063,11,__aig_and_1875,control1,ok
subckt_0063,onpolicy:subckt_0063,12,__aig_and_11958,control0,ok
subckt_0063,onpolicy:subckt_0063,13,__buf_split_1410,control0,ok
subckt_0063,onpolicy:subckt_0063,14,__buf_split_1397,control0,ok
subckt_0063,onpolicy:subckt_0063,15,__aig_not_12005,control0,ok
subckt_0063,onpolicy:subckt_0063,16,__aig_not_12001,control0,ok
subckt_0063,onpolicy:subckt_0063,17,__aig_not_11997,control0,ok
subckt_0063,onpolicy:subckt_0063,18,__aig_not_12009,control0,ok
subckt_0063,onpolicy:subckt_0063,19,__aig_not_1901,control0,ok
subckt_0063,onpolicy:subckt_0063,20,__aig_not_12013,control0,ok
subckt_0063,onpolicy:subckt_0063,21,__aig_not_11945,control0,ok
subckt_0063,onpolicy:subckt_0063,22,__buf_split_1419,control0,ok
subckt_0063,onpolicy:subckt_0063,23,__aig_and_12016,control1,ok
subckt_0063,onpolicy:subckt_0063,24,__aig_not_1919,control0,ok
subckt_0063,onpolicy:subckt_0063,25,new_n6228,control0,ok
subckt_0063,onpolicy:subckt_0063,26,__buf_split_6553,control0,ok
subckt_0063,onpolicy:subckt_0063,27,__buf_split_1387,control0,ok
subckt_0063,onpolicy:subckt_0063,28,__buf_split_1413,control0,ok
subckt_0063,onpolicy:subckt_0063,29,new_n1232,control0,ok
subckt_0063,onpolicy:subckt_0063,30,__buf_split_1359,control0,ok
subckt_0063,onpolicy:subckt_0063,31,__buf_split_1361,control0,ok
subckt_0063,onpolicy:subckt_0063,32,__aig_and_1925,control0,ok
subckt_0081,onpolicy:subckt_0081,1,II1465,control1,ok
subckt_0081,onpolicy:subckt_0081,2,__buf_split_283,control1,ok
subckt_0081,onpolicy:subckt_0081,3,__aig_not_383,control1,ok
subckt_0081,onpolicy:subckt_0081,4,II1533,control1,ok
subckt_0081,onpolicy:subckt_0081,5,Z,control0,ok
subckt_0081,onpolicy:subckt_0081,6,__buf_split_350,control0,ok
subckt_0081,onpolicy:subckt_0081,7,II1219_4,control1,ok
subckt_0081,onpolicy:subckt_0081,8,__buf_split_345,control0,ok
subckt_0081,onpolicy:subckt_0081,9,II1971,control0,ok
subckt_0081,onpolicy:subckt_0081,10,II1389,control1,ok
subckt_0081,onpolicy:subckt_0081,11,II1223,control0,ok
subckt_0081,onpolicy:subckt_0081,12,II1492,control0,ok
subckt_0081,onpolicy:subckt_0081,13,__aig_not_370,control0,ok
subckt_0081,onpolicy:subckt_0081,14,II1416,control0,ok
subckt_0081,onpolicy:subckt_0081,15,II1351,control0,ok
subckt_0081,onpolicy:subckt_0081,16,__buf_split_279,control0,ok
subckt_0081,onpolicy:subckt_0081,17,II1348,control0,ok
subckt_0081,onpolicy:subckt_0081,18,__buf_split_78,control0,ok
subckt_0081,onpolicy:subckt_0081,19,__buf_split_61,control0,ok
subckt_0081,onpolicy:subckt_0081,20,II1283,control0,ok
subckt_0081,onpolicy:subckt_0081,21,__buf_split_79,control0,ok
subckt_0081,onpolicy:subckt_0081,22,__buf_split_349,control0,ok
subckt_0081,onpolicy:subckt_0081,23,II2002,observe,ok
subckt_0081,onpolicy:subckt_0081,24,__buf_split_74,control0,ok
subckt_0081,onpolicy:subckt_0081,25,__buf_split_57,control0,ok
subckt_0081,onpolicy:subckt_0081,26,__buf_split_364,control0,ok
subckt_0081,onpolicy:subckt_0081,27,__aig_not_358,control0,ok
subckt_0081,onpolicy:subckt_0081,28,__aig_not_337,control0,ok
subckt_0081,onpolicy:subckt_0081,29,II1528,control0,ok
subckt_0081,onpolicy:subckt_0081,30,__aig_and_126,control1,ok
subckt_0081,onpolicy:subckt_0081,31,__buf_split_69,control0,ok
subckt_0081,onpolicy:subckt_0081,32,__buf_split_62,control0,ok
subckt_0086,onpolicy:subckt_0086,1,ADD_65_U20,observe,ok
subckt_0086,onpolicy:subckt_0086,2,__aig_and_5,control1,ok
subckt_0086,onpolicy:subckt_0086,3,ADD_65_U14,observe,ok
subckt_0086,onpolicy:subckt_0086,4,ADD_65_U26,control0,ok
subckt_0086,onpolicy:subckt_0086,5,ADD_65_U31,control0,ok
subckt_0086,onpolicy:subckt_0086,6,U373,control0,ok
subckt_0086,onpolicy:subckt_0086,7,ADD_65_U23,observe,ok
subckt_0086,onpolicy:subckt_0086,8,__aig_and_21,control1,ok
subckt_0086,onpolicy:subckt_0086,9,ADD_65_U12,control0,ok
subckt_0086,onpolicy:subckt_0086,10,U368,control1,ok
subckt_0086,onpolicy:subckt_0086,11,U367,control1,ok
subckt_0086,onpolicy:subckt_0086,12,U549,control0,ok
subckt_0086,onpolicy:subckt_0086,13,ADD_65_U5,control0,ok
subckt_0086,onpolicy:subckt_0086,14,ADD_65_U28,control0,ok
subckt_0086,onpolicy:subckt_0086,15,U288,control0,ok
subckt_0086,onpolicy:subckt_0086,16,GTE_67_U6,control0,ok
subckt_0086,onpolicy:subckt_0086,17,U287,control0,ok
subckt_0086,onpolicy:subckt_0086,18,__aig_and_366,control1,ok
subckt_0086,onpolicy:subckt_0086,19,__aig_and_390,control1,ok
subckt_0086,onpolicy:subckt_0086,20,__aig_and_285,control1,ok
subckt_0086,onpolicy:subckt_0086,21,__aig_and_255,control1,ok
subckt_0086,onpolicy:subckt_0086,22,__aig_and_397,control1,ok
subckt_0086,onpolicy:subckt_0086,23,__aig_and_279,control1,ok
subckt_0086,onpolicy:subckt_0086,24,__aig_and_261,control1,ok
subckt_0086,onpolicy:subckt_0086,25,__aig_and_273,control1,ok
subckt_0086,onpolicy:subckt_0086,26,__aig_and_267,control1,ok
subckt_0086,onpolicy:subckt_0086,27,__buf_split_307,observe,ok
subckt_0086,onpolicy:subckt_0086,28,__aig_and_392,observe,ok
subckt_0086,onpolicy:subckt_0086,29,U504,observe,ok
subckt_0086,onpolicy:subckt_0086,30,U509,observe,ok
subckt_0086,onpolicy:subckt_0086,31,U276,control1,ok
subckt_0086,onpolicy:subckt_0086,32,__aig_and_292,observe,ok
subckt_0148,onpolicy:subckt_0148,1,__aig_and_56399,control1,ok
subckt_0148,onpolicy:subckt_0148,2,new_n280,control1,ok
subckt_0148,onpolicy:subckt_0148,3,__buf_split_36878,observe,ok
subckt_0148,onpolicy:subckt_0148,4,new_n24700,observe,ok
subckt_0148,onpolicy:subckt_0148,5,new_n282,control1,ok
subckt_0148,onpolicy:subckt_0148,6,__aig_and_62125,observe,ok
subckt_0148,onpolicy:subckt_0148,7,__aig_and_58382,control0,ok
subckt_0148,onpolicy:subckt_0148,8,new_n23090,control1,ok
subckt_0148,onpolicy:subckt_0148,9,__aig_and_58375,control0,ok
subckt_0148,onpolicy:subckt_0148,10,__aig_and_56429,control0,ok
subckt_0148,onpolicy:subckt_0148,11,__aig_not_56383,control0,ok
subckt_0148,onpolicy:subckt_0148,12,__aig_and_284,control1,ok
subckt_0148,onpolicy:subckt_0148,13,__aig_not_56392,control0,ok
subckt_0148,onpolicy:subckt_0148,14,__buf_split_38502,observe,ok
subckt_0148,onpolicy:subckt_0148,15,__aig_not_56430,observe,ok
subckt_0148,onpolicy:subckt_0148,16,__aig_and_56374,observe,ok
subckt_0148,onpolicy:subckt_0148,17,new_n23891,observe,ok
subckt_0148,onpolicy:subckt_0148,18,new_n26231,control1,ok
subckt_0148,onpolicy:subckt_0148,19,new_n281,control0,ok
subckt_0148,onpolicy:subckt_0148,20,__aig_not_56357,control0,ok
subckt_0148,onpolicy:subckt_0148,21,__aig_not_65220,control0,ok
subckt_0148,onpolicy:subckt_0148,22,__aig_and_45,control0,ok
subckt_0148,onpolicy:subckt_0148,23,__aig_and_65251,control1,ok
subckt_0148,onpolicy:subckt_0148,24,__aig_and_63131,observe,ok
subckt_0148,onpolicy:subckt_0148,25,__aig_and_65244,control0,ok
subckt_0148,onpolicy:subckt_0148,26,__aig_and_65241,control1,ok
subckt_0148,onpolicy:subckt_0148,27,__buf_split_36872,observe,ok
subckt_0148,onpolicy:subckt_0148,28,__aig_not_56438,observe,ok
subckt_0148,onpolicy:subckt_0148,29,__aig_and_56381,control1,ok
subckt_0148,onpolicy:subckt_0148,30,__aig_not_56354,observe,ok
subckt_0148,onpolicy:subckt_0148,31,__aig_and_65223,control1,ok
subckt_0148,onpolicy:subckt_0148,32,__aig_and_61082,observe,ok
subckt_0197,onpolicy:subckt_0197,1,__aig_and_35145,control1,ok
subckt_0197,onpolicy:subckt_0197,2,new_n14929,observe,ok
subckt_0197,onpolicy:subckt_0197,3,new_n14942,control1,ok
subckt_0197,onpolicy:subckt_0197,4,__buf_split_22260,control0,ok
subckt_0197,onpolicy:subckt_0197,5,__aig_not_35102,control0,ok
subckt_0197,onpolicy:subckt_0197,6,__buf_split_21618,control1,ok
subckt_0197,onpolicy:subckt_0197,7,__aig_not_35131,control0,ok
subckt_0197,onpolicy:subckt_0197,8,__aig_and_37597,observe,ok
subckt_0197,onpolicy:subckt_0197,9,new_n14952,control1,ok
subckt_0197,onpolicy:subckt_0197,10,__buf_split_22249,observe,ok
subckt_0197,onpolicy:subckt_0197,11,__aig_and_36114,observe,ok
subckt_0197,onpolicy:subckt_0197,12,__aig_and_36060,observe,ok
subckt_0197,onpolicy:subckt_0197,13,__aig_and_36083,observe,ok
subckt_0197,onpolicy:subckt_0197,14,__aig_and_34485,observe,ok
subckt_0197,onpolicy:subckt_0197,15,__aig_and_34490,observe,ok
subckt_0197,onpolicy:subckt_0197,16,__aig_and_65,control1,ok
subckt_0197,onpolicy:subckt_0197,17,__aig_not_35128,control0,ok
subckt_0197,onpolicy:subckt_0197,18,__aig_and_36242,control0,ok
subckt_0197,onpolicy:subckt_0197,19,__aig_and_35155,control0,ok
subckt_0197,onpolicy:subckt_0197,20,__aig_and_34637,observe,ok
subckt_0197,onpolicy:subckt_0197,21,__aig_and_95,control1,ok
subckt_0197,onpolicy:subckt_0197,22,new_n14373,control1,ok
subckt_0197,onpolicy:subckt_0197,23,__aig_not_36226,control0,ok
subckt_0197,onpolicy:subckt_0197,24,__aig_and_36233,control0,ok
subckt_0197,onpolicy:subckt_0197,25,__aig_and_34498,observe,ok
subckt_0197,onpolicy:subckt_0197,26,__aig_and_35100,control1,ok
subckt_0197,onpolicy:subckt_0197,27,__aig_and_34518,observe,ok
subckt_0197,onpolicy:subckt_0197,28,__aig_and_35136,control1,ok
subckt_0197,onpolicy:subckt_0197,29,__aig_and_34625,observe,ok
subckt_0197,onpolicy:subckt_0197,30,__aig_not_34482,control0,ok
subckt_0197,onpolicy:subckt_0197,31,__aig_not_36222,control0,ok
subckt_0197,onpolicy:subckt_0197,32,__aig_and_34620,observe,ok
subckt_0228,onpolicy:subckt_0228,1,__buf_split_24421,control1,ok
subckt_0228,onpolicy:subckt_0228,2,new_n31610_,control1,ok
subckt_0228,onpolicy:subckt_0228,3,__buf_split_24414,control0,ok
subckt_0228,onpolicy:subckt_0228,4,__buf_split_26290,observe,ok
subckt_0228,onpolicy:subckt_0228,5,new_n33904_,control1,ok
subckt_0228,onpolicy:subckt_0228,6,__buf_split_23870,control0,ok
subckt_0228,onpolicy:subckt_0228,7,new_n33948_,control0,ok
subckt_0228,onpolicy:subckt_0228,8,__buf_split_25484,observe,ok
subckt_0228,onpolicy:subckt_0228,9,new_n32948_,control1,ok
subckt_0228,onpolicy:subckt_0228,10,new_n31920_,control0,ok
subckt_0228,onpolicy:subckt_0228,11,__buf_split_24666,observe,ok
subckt_0228,onpolicy:subckt_0228,12,new_n32933_,observe,ok
subckt_0228,onpolicy:subckt_0228,13,__buf_split_25479,observe,ok
subckt_0228,onpolicy:subckt_0228,14,new_n33938_,control0,ok
subckt_0228,onpolicy:subckt_0228,15,__buf_split_27133,control1,ok
subckt_0228,onpolicy:subckt_0228,16,__buf_split_24660,observe,ok
subckt_0228,onpolicy:subckt_0228,17,new_n30918_,control0,ok
subckt_0228,onpolicy:subckt_0228,18,new_n33918_,control1,ok
subckt_0228,onpolicy:subckt_0228,19,new_n34996_,control1,ok
subckt_0228,onpolicy:subckt_0228,20,new_n34544_,control1,ok
subckt_0228,onpolicy:subckt_0228,21,new_n33502_,control1,ok
subckt_0228,onpolicy:subckt_0228,22,new_n33960_,control0,ok
subckt_0228,onpolicy:subckt_0228,23,new_n31522_,control0,ok
subckt_0228,onpolicy:subckt_0228,24,new_n31510_,control0,ok
subckt_0228,onpolicy:subckt_0228,25,new_n30924_,control0,ok
subckt_0228,onpolicy:subckt_0228,26,new_n33920_,control1,ok
subckt_0228,onpolicy:subckt_0228,27,new_n30922_,control0,ok
subckt_0228,onpolicy:subckt_0228,28,__buf_split_24415,control0,ok
subckt_0228,onpolicy:subckt_0228,29,new_n31107_,control0,ok
subckt_0228,onpolicy:subckt_0228,30,new_n32946_,control1,ok
subckt_0228,onpolicy:subckt_0228,31,__buf_split_24402,control0,ok
subckt_0228,onpolicy:subckt_0228,32,new_n31279_,control0,ok
subckt_0243,onpolicy:subckt_0243,1,R248_U71,observe,ok
subckt_0243,onpolicy:subckt_0243,2,__buf_split_539,control1,ok
subckt_0243,onpolicy:subckt_0243,3,R248_U59,observe,ok
subckt_0243,onpolicy:subckt_0243,4,__buf_split_524,control0,ok
subckt_0243,onpolicy:subckt_0243,5,__aig_and_393,observe,ok
subckt_0243,onpolicy:subckt_0243,6,__aig_and_400,observe,ok
subckt_0243,onpolicy:subckt_0243,7,__aig_and_365,control1,ok
subckt_0243,onpolicy:subckt_0243,8,__buf_split_548,observe,ok
subckt_0243,onpolicy:subckt_0243,9,__aig_and_74,control1,ok
subckt_0243,onpolicy:subckt_0243,10,R248_U14,control0,ok
subckt_0243,onpolicy:subckt_0243,11,U346,control1,ok
subckt_0243,onpolicy:subckt_0243,12,U347,control1,ok
subckt_0243,onpolicy:subckt_0243,13,R248_U44,control0,ok
subckt_0243,onpolicy:subckt_0243,14,__buf_split_563,observe,ok
subckt_0243,onpolicy:subckt_0243,15,R248_U24,observe,ok
subckt_0243,onpolicy:subckt_0243,16,__aig_and_16,control1,ok
subckt_0243,onpolicy:subckt_0243,17,R248_U50,control0,ok
subckt_0243,onpolicy:subckt_0243,18,__buf_split_532,control0,ok
subckt_0243,onpolicy:subckt_0243,19,__aig_and_17,control1,ok
subckt_0243,onpolicy:subckt_0243,20,__aig_and_18,control1,ok
subckt_0243,onpolicy:subckt_0243,21,R248_U8,control0,ok
subckt_0243,onpolicy:subckt_0243,22,__buf_split_10,control0,ok
subckt_0243,onpolicy:subckt_0243,23,__buf_split_86,control0,ok
subckt_0243,onpolicy:subckt_0243,24,__buf_split_84,control0,ok
subckt_0243,onpolicy:subckt_0243,25,__buf_split_13,control0,ok
subckt_0243,onpolicy:subckt_0243,26,__buf_split_80,control0,ok
subckt_0243,onpolicy:subckt_0243,27,R248_U57,control0,ok
subckt_0243,onpolicy:subckt_0243,28,__buf_split_89,control0,ok
subckt_0243,onpolicy:subckt_0243,29,U378,control0,ok
subckt_0243,onpolicy:subckt_0243,30,R248_U65,control0,ok
subckt_0243,onpolicy:subckt_0243,31,U349,control1,ok
subckt_0243,onpolicy:subckt_0243,32,U351,control1,ok
subckt_0260,onpolicy:subckt_0260,1,__buf_split_178,control1,ok
subckt_0260,onpolicy:subckt_0260,2,I1.3,control1,ok
subckt_0260,onpolicy:subckt_0260,3,__buf_split_338,control0,ok
subckt_0260,onpolicy:subckt_0260,4,__buf_split_342,control0,ok
subckt_0260,onpolicy:subckt_0260,5,__buf_split_330,control0,ok
subckt_0260,onpolicy:subckt_0260,6,I1.8,control1,ok
subckt_0260,onpolicy:subckt_0260,7,I2.6,control0,ok
subckt_0260,onpolicy:subckt_0260,8,__buf_split_74,observe,ok
subckt_0260,onpolicy:subckt_0260,9,__buf_split_339,control0,ok
subckt_0260,onpolicy:subckt_0260,10,__aig_not_341,control0,ok
subckt_0260,onpolicy:subckt_0260,11,__aig_not_355,control0,ok
subckt_0260,onpolicy:subckt_0260,12,__aig_not_314,control0,ok
subckt_0260,onpolicy:subckt_0260,13,I2.3,control0,ok
subckt_0260,onpolicy:subckt_0260,14,I441,control0,ok
subckt_0260,onpolicy:subckt_0260,15,__buf_split_334,control0,ok
subckt_0260,onpolicy:subckt_0260,16,__buf_split_69,control0,ok
subckt_0260,onpolicy:subckt_0260,17,__buf_split_59,control0,ok
subckt_0260,onpolicy:subckt_0260,18,__buf_split_346,control0,ok
subckt_0260,onpolicy:subckt_0260,19,__buf_split_28,control0,ok
subckt_0260,onpolicy:subckt_0260,20,I49,control0,ok
subckt_0260,onpolicy:subckt_0260,21,__aig_not_275,control0,ok
subckt_0260,onpolicy:subckt_0260,22,__buf_split_29,control0,ok
subckt_0260,onpolicy:subckt_0260,23,__buf_split_19,control0,ok
subckt_0260,onpolicy:subckt_0260,24,__buf_split_9,control0,ok
subckt_0260,onpolicy:subckt_0260,25,__buf_split_39,control1,ok
subckt_0260,onpolicy:subckt_0260,26,__aig_and_207,control0,ok
subckt_0260,onpolicy:subckt_0260,27,__aig_and_203,control0,ok
subckt_0260,onpolicy:subckt_0260,28,__aig_not_289,control0,ok
subckt_0260,onpolicy:subckt_0260,29,__buf_split_38,control0,ok
subckt_0260,onpolicy:subckt_0260,30,I147,control0,ok
subckt_0260,onpolicy:subckt_0260,31,I2.5,control0,ok
subckt_0260,onpolicy:subckt_0260,32,__buf_split_174,control0,ok
subckt_0266,onpolicy:subckt_0266,1,new_n28915,observe,ok
subckt_0266,onpolicy:subckt_0266,2,new_n15298,observe,ok
subckt_0266,onpolicy:subckt_0266,3,__buf_split_39849,observe,ok
subckt_0266,onpolicy:subckt_0266,4,new_n15301,observe,ok
subckt_0266,onpolicy:subckt_0266,5,__buf_split_20892,observe,ok
subckt_0266,onpolicy:subckt_0266,6,new_n28913,observe,ok
subckt_0266,onpolicy:subckt_0266,7,__aig_and_31990,control1,ok
