checkpoint	score_field	benchmark_id	state_id	prefix_step	candidate_count	selected_action	selected_type	best_action	best_type	top1_hit	type_hit	selected_delta_tc_pp	best_delta_tc_pp	top1_regret_pp	negative_top1	spearman	pairwise_accuracy
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0004	4	9	__buf_split_13999::control1	control1	new_n48587_::observe	observe	0	0	0.08499999999999064	0.40999999999998815	0.3249999999999975	0	0.7065429205297613	0.78125
round4	typed_marginal_pred	subckt_0038	prefix_0008	8	9	__buf_split_28::control0	control0	new_n48587_::observe	observe	0	0	0.08799999999999919	0.41400000000000325	0.32600000000000406	0	-0.35909242322980395	0.3548387096774194
round4	typed_return_pred	subckt_0038	prefix_0008	8	9	new_n48587_::observe	observe	new_n48587_::observe	observe	1	1	0.41400000000000325	0.41400000000000325	0.0	0	0.7438343052617368	0.8064516129032258
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0008	8	9	new_n22321_::control1	control1	new_n48587_::observe	observe	0	0	-0.030999999999992145	0.41400000000000325	0.4449999999999954	1	0.15389675281277312	0.6129032258064516
round4	typed_marginal_pred	subckt_0038	prefix_0012	12	9	__buf_split_15424::control0	control0	new_n48587_::observe	observe	0	0	-0.7359999999999922	0.4190000000000027	1.154999999999995	1	-0.8944271909999159	0.0
round4	typed_return_pred	subckt_0038	prefix_0012	12	9	__buf_split_15424::control0	control0	new_n48587_::observe	observe	0	0	-0.7359999999999922	0.4190000000000027	1.154999999999995	1	0.22360679774997896	0.6521739130434783
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0012	12	9	__buf_split_23::control0	control0	new_n48587_::observe	observe	0	0	0.09200000000000319	0.4190000000000027	0.3269999999999995	0	0.6708203932499369	0.8695652173913043
round4	typed_marginal_pred	subckt_0038	prefix_0016	16	9	new_n48587_::observe	observe	new_n48587_::observe	observe	1	1	0.4170000000000007	0.4170000000000007	0.0	0	0.8215838362577491	1.0
round4	typed_return_pred	subckt_0038	prefix_0016	16	9	new_n48669_::observe	observe	new_n48587_::observe	observe	0	1	0.4170000000000007	0.4170000000000007	0.0	0	0.8215838362577491	1.0
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0016	16	9	new_n48669_::observe	observe	new_n48587_::observe	observe	0	1	0.4170000000000007	0.4170000000000007	0.0	0	0.8215838362577491	1.0
round4	typed_marginal_pred	subckt_0038	prefix_0024	24	9	new_n48587_::observe	observe	new_n48592_::observe	observe	0	1	0.40799999999999725	0.6369999999999987	0.22900000000000142	0	0.5780059766913394	0.72
round4	typed_return_pred	subckt_0038	prefix_0024	24	9	new_n48671_::observe	observe	new_n48592_::observe	observe	0	1	0.40799999999999725	0.6369999999999987	0.22900000000000142	0	0.6330541649476573	0.76
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0024	24	9	__buf_split_81::control0	control0	new_n48592_::observe	observe	0	0	0.08899999999999464	0.6369999999999987	0.548000000000004	0	0.46790960017870326	0.72
round4	typed_marginal_pred	subckt_0038	prefix_0031	31	9	new_n47886_::control0	control0	new_n48592_::observe	observe	0	0	-0.14000000000000679	0.6249999999999978	0.7650000000000046	1	0.23717082451262844	0.6071428571428571
round4	typed_return_pred	subckt_0038	prefix_0031	31	9	new_n48592_::observe	observe	new_n48592_::observe	observe	1	1	0.6249999999999978	0.6249999999999978	0.0	0	0.7378647873726218	0.8571428571428571
round4	typed_sa_reduction_total_pred	subckt_0038	prefix_0031	31	9	__buf_split_83::control0	control0	new_n48592_::observe	observe	0	0	0.08699999999999264	0.6249999999999978	0.5380000000000051	0	0.26352313834736496	0.6785714285714286
round4	typed_marginal_pred	subckt_0045	prefix_0001	1	9	__aig_and_7144::observe	observe	__aig_not_7149::observe	observe	0	1	2.1869999999999945	3.1930000000000014	1.0060000000000069	0	0.4351941398892446	0.6666666666666666
round4	typed_return_pred	subckt_0045	prefix_0001	1	9	__aig_and_7144::observe	observe	__aig_not_7149::observe	observe	0	1	2.1869999999999945	3.1930000000000014	1.0060000000000069	0	0.5222329678670935	0.7333333333333333
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0001	1	9	__aig_and_7144::observe	observe	__aig_not_7149::observe	observe	0	1	2.1869999999999945	3.1930000000000014	1.0060000000000069	0	0.3133397807202561	0.5666666666666667
round4	typed_marginal_pred	subckt_0045	prefix_0002	2	9	__aig_and_7148::observe	observe	new_n827::control1	control1	0	0	1.4660000000000006	2.4050000000000016	0.939000000000001	0	-0.017407765595569783	0.5
round4	typed_return_pred	subckt_0045	prefix_0002	2	9	__aig_and_7148::observe	observe	new_n827::control1	control1	0	0	1.4660000000000006	2.4050000000000016	0.939000000000001	0	-0.017407765595569783	0.5
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0002	2	9	__aig_and_7148::observe	observe	new_n827::control1	control1	0	0	1.4660000000000006	2.4050000000000016	0.939000000000001	0	0.017407765595569783	0.5
round4	typed_marginal_pred	subckt_0045	prefix_0004	4	9	new_n3824::observe	observe	__aig_and_7182::observe	observe	0	1	-0.21299999999999653	7.206999999999997	7.419999999999994	1	-0.3853373177942262	0.28
round4	typed_return_pred	subckt_0045	prefix_0004	4	9	new_n3824::observe	observe	__aig_and_7182::observe	observe	0	1	-0.21299999999999653	7.206999999999997	7.419999999999994	1	-0.3853373177942262	0.28
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0004	4	9	__buf_split_716::control0	control0	__aig_and_7182::observe	observe	0	0	2.0029999999999992	7.206999999999997	5.203999999999998	0	-0.08257228238447704	0.44
round4	typed_marginal_pred	subckt_0045	prefix_0008	8	9	__aig_and_1009::control1	control1	__aig_and_7178::observe	observe	0	0	0.034999999999996145	5.659999999999998	5.625000000000002	0	0.029880715233359844	0.5
round4	typed_return_pred	subckt_0045	prefix_0008	8	9	__aig_and_7178::observe	observe	__aig_and_7178::observe	observe	1	1	5.659999999999998	5.659999999999998	0.0	0	0.5378528742004771	0.8
round4	typed_sa_reduction_total_pred	subckt_0045	prefix_0008	8	9	__aig_and_1009::control1	control1	__aig_and_7178::observe	observe	0	0	0.034999999999996145	5.659999999999998	5.625000000000002	0	-0.7768985960673559	0.1
