line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
79,__tpi_not_test_en->__tpi_cp_15___aig_not_31181 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___aig_not_31181,__tpi_cp_15___aig_not_31181,1,undetected,__tpi_cp_15___aig_not_31181,__tpi_cp_15___aig_not_31181,__tpi_cp_15___aig_not_31181,sa1,1
80,test_en->__tpi_cp_122___aig_and_32510 /0 undetected,input_edge,test_en,__tpi_cp_122___aig_and_32510,__tpi_cp_122___aig_and_32510,0,undetected,__tpi_cp_122___aig_and_32510,__tpi_cp_122___aig_and_32510,__tpi_cp_122___aig_and_32510,sa0,1
81,__tpi_not_test_en->__tpi_cp_8___aig_not_33888 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_8___aig_not_33888,__tpi_cp_8___aig_not_33888,1,undetected,__tpi_cp_8___aig_not_33888,__tpi_cp_8___aig_not_33888,__tpi_cp_8___aig_not_33888,sa1,1
82,__tpi_not_test_en->__tpi_cp_108___aig_not_31184 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_108___aig_not_31184,__tpi_cp_108___aig_not_31184,1,undetected,__tpi_cp_108___aig_not_31184,__tpi_cp_108___aig_not_31184,__tpi_cp_108___aig_not_31184,sa1,1
83,__tpi_not_test_en->__tpi_cp_25___aig_not_31153 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_25___aig_not_31153,__tpi_cp_25___aig_not_31153,1,undetected,__tpi_cp_25___aig_not_31153,__tpi_cp_25___aig_not_31153,__tpi_cp_25___aig_not_31153,sa1,1
84,__tpi_not_test_en->__tpi_cp_160___aig_not_31152 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_160___aig_not_31152,__tpi_cp_160___aig_not_31152,1,undetected,__tpi_cp_160___aig_not_31152,__tpi_cp_160___aig_not_31152,__tpi_cp_160___aig_not_31152,sa1,1
85,__tpi_not_test_en->__tpi_cp_21___aig_not_32498 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_21___aig_not_32498,__tpi_cp_21___aig_not_32498,1,undetected,__tpi_cp_21___aig_not_32498,__tpi_cp_21___aig_not_32498,__tpi_cp_21___aig_not_32498,sa1,1
86,__tpi_not_test_en->__tpi_cp_140___aig_not_32485 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_140___aig_not_32485,__tpi_cp_140___aig_not_32485,1,undetected,__tpi_cp_140___aig_not_32485,__tpi_cp_140___aig_not_32485,__tpi_cp_140___aig_not_32485,sa1,1
87,test_en->__tpi_cp_97___aig_and_32466 /0 undetected,input_edge,test_en,__tpi_cp_97___aig_and_32466,__tpi_cp_97___aig_and_32466,0,undetected,__tpi_cp_97___aig_and_32466,__tpi_cp_97___aig_and_32466,__tpi_cp_97___aig_and_32466,sa0,1
88,__tpi_not_test_en->__tpi_cp_33___aig_not_32463 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_33___aig_not_32463,__tpi_cp_33___aig_not_32463,1,undetected,__tpi_cp_33___aig_not_32463,__tpi_cp_33___aig_not_32463,__tpi_cp_33___aig_not_32463,sa1,1
