step,node,type,q_pred,score_pred,reward_pred,fc_pred,pattern_pred,return_pred,guarded_reward,hard_reduction_total_pred,hard_reduction_sa0_pred,hard_reduction_sa1_pred,derived_hard_count_pre_total_pred,derived_hard_count_pre_sa0_pred,derived_hard_count_pre_sa1_pred,derived_hard_count_post_total_pred,derived_hard_count_post_sa0_pred,derived_hard_count_post_sa1_pred,derived_hard_reduction_total_pred,derived_hard_reduction_sa0_pred,derived_hard_reduction_sa1_pred,derived_hard_reduction_hybrid_pred,hybrid_pred,bounded_residual_hybrid_pred,step_value,sequence_score,lookahead_score,planner,score_adjusted,diversity_penalty,candidate_strategy
11,N8682,observe,-0.4369163513183594,-0.4369163513183594,0.4162858724594116,0.004162858724594116,-0.4339466094970703,-0.3658350110054016,-0.3658350110054016,0.04086765646934509,-0.019151311367750168,-0.005201119929552078,102727.28125,35169.08203125,67558.203125,102679.25,35158.83984375,67520.40625,0.0004675608070101589,0.00029122704290784895,0.0005594713147729635,0.04675608070101589,4.137216508388519,4.099378362298012,0.4162858724594116,3.713866665959358,3.713866665959358,greedy,0.4162858724594116,0.0,heuristic_recall_pool
12,N8662,observe,-0.4491384029388428,-0.4491384029388428,0.38507652282714844,0.0038507652282714845,-0.44591647386550903,-0.37499794363975525,-0.37499794363975525,0.04165768623352051,-0.01871567592024803,-0.0049065276980400085,102679.8359375,35159.3203125,67520.515625,102431.484375,34899.921875,67531.5625,0.0024186985101550817,0.007377800066024065,-0.00016360767767764628,0.24186985101550817,4.175847202539444,4.168288268148899,0.38507652282714844,4.098943188786507,4.098943188786507,greedy,0.38507652282714844,0.0,heuristic_recall_pool
13,N8672,observe,-0.45162904262542725,-0.45162904262542725,0.38254278898239136,0.0038254278898239135,-0.4514814615249634,-0.3765620291233063,-0.3765620291233063,0.04287092387676239,-0.01705259084701538,-0.00409325584769249,102431.1484375,34899.5546875,67531.59375,102286.046875,34753.015625,67533.03125,0.001416576560586691,0.004198880400508642,-2.1286332412273623e-05,0.1416576560586691,4.293073147535324,4.28858757764101,0.38254278898239136,4.481485977768898,4.481485977768898,greedy,0.38254278898239136,0.0,heuristic_recall_pool
14,N23208,observe,-0.45990312099456787,-0.45990312099456787,0.3928353190422058,0.003928353190422058,-0.4528504014015198,-0.3905508518218994,-0.3905508518218994,0.045074909925460815,-0.013114266097545624,-0.0029025934636592865,102286.359375,34753.015625,67533.34375,101942.125,34363.8828125,67578.2421875,0.0033653986174613237,0.011197094805538654,-0.0006648336420767009,0.3365398617461324,4.509775459766388,4.508062109351158,0.3928353190422058,4.874321296811104,4.874321296811104,greedy,0.3928353190422058,0.0,heuristic_recall_pool
15,N24081,observe,-0.43924862146377563,-0.43924862146377563,0.2942715287208557,0.002942715287208557,-0.4348158836364746,-0.4012892246246338,-0.4012892246246338,0.04458662122488022,-0.014500204473733902,-0.004509884864091873,101956.859375,34375.09765625,67581.765625,102002.140625,34365.734375,67636.40625,-0.00044412165880203247,0.0002723856014199555,-0.000808511336799711,-0.04441216588020325,4.351644426584244,4.431907698512077,0.2942715287208557,5.1685928255319595,5.1685928255319595,greedy,0.2942715287208557,0.0,heuristic_recall_pool
16,__buf_split_184,control0,-0.5422403216362,-0.5422403216362,0.2672179341316223,0.0026721793413162233,-0.6347141265869141,-0.4034683108329773,-0.4034683108329773,0.07165418565273285,0.03222779184579849,0.00648149847984314,101987.3046875,34354.25,67633.0546875,101559.640625,33593.19921875,67966.4453125,0.004193306900560856,0.022153031080961227,-0.0049294037744402885,0.4193306900560856,7.02916818857193,7.131355971097946,0.2672179341316223,5.435810759663582,5.435810759663582,greedy,0.2672179341316223,0.0,heuristic_recall_pool
17,N8163,observe,-0.5485302805900574,-0.5485302805900574,0.28799307346343994,0.0028799307346343995,-0.6405115127563477,-0.4045158326625824,-0.4045158326625824,0.07430596649646759,0.03474390506744385,0.006105920299887657,101562.2578125,33595.4765625,67966.78125,101638.390625,33842.29296875,67796.09375,-0.0007496171747334301,-0.007346715312451124,0.0025113371666520834,-0.07496171747334301,7.314073890447617,7.401465959846973,0.28799307346343994,5.723803833127022,5.723803833127022,greedy,0.28799307346343994,0.0,heuristic_recall_pool
18,N15750,control0,-0.5525573492050171,-0.5525573492050171,0.2880029082298279,0.002880029082298279,-0.6624611616134644,-0.4066404104232788,-0.4066404104232788,0.07608330249786377,0.03671491891145706,0.005950309336185455,101636.984375,33841.37890625,67795.609375,101421.265625,33544.98828125,67876.2734375,0.002122443402186036,0.008758231066167355,-0.0011898124357685447,0.2122443402186036,7.489692747592926,7.578670874238014,0.2880029082298279,6.01180674135685,6.01180674135685,greedy,0.2880029082298279,0.0,heuristic_recall_pool
19,N8903,control0,-0.5617805123329163,-0.5617805123329163,0.2923116981983185,0.0029231169819831848,-0.6813367009162903,-0.4083581268787384,-0.4083581268787384,0.07821682095527649,0.0388837531208992,0.005696922540664673,101421.2265625,33544.9296875,67876.296875,101277.71875,33351.16015625,67926.5625,0.00141496816650033,0.0057764179073274136,-0.0007405475480481982,0.141496816650033,7.705635666847229,7.792670488357544,0.2923116981983185,6.304118439555168,6.304118439555168,greedy,0.2923116981983185,0.0,heuristic_recall_pool
20,N8904,control0,-0.5732109546661377,-0.5732109546661377,0.29793015122413635,0.0029793015122413636,-0.6940183043479919,-0.4100581109523773,-0.4100581109523773,0.07987192273139954,0.04066628962755203,0.005534134805202484,101277.6796875,33351.03125,67926.6484375,101180.125,33211.25390625,67968.8671875,0.0009632397559471428,0.004191095009446144,-0.0006215344183146954,0.09632397559471428,7.875064313411713,7.959160283207893,0.29793015122413635,6.6020485907793045,6.6020485907793045,greedy,0.29793015122413635,0.0,heuristic_recall_pool
21,N9017,control0,-0.5908514857292175,-0.5908514857292175,0.30443495512008667,0.0030443495512008666,-0.6968749165534973,-0.411747545003891,-0.411747545003891,0.08181065320968628,0.04226133972406387,0.005176989361643791,101179.546875,33210.515625,67969.03125,101179.375,33167.75,68011.625,1.6987129356493824e-06,0.0012877134140580893,-0.0006266640848480165,0.00016987129356493824,8.073752731084824,8.154237173497677,0.30443495512008667,6.906483545899391,6.906483545899391,greedy,0.30443495512008667,0.0,heuristic_recall_pool
22,N15864,control0,-0.6052836775779724,-0.6052836775779724,0.310386061668396,0.00310386061668396,-0.697511613368988,-0.4134642481803894,-0.4134642481803894,0.0829823911190033,0.043318651616573334,0.004992637783288956,101179.4296875,33167.765625,68011.6640625,101198.515625,33136.98046875,68061.5390625,-0.00018863455625250936,0.0009281649254262447,-0.0007333300891332328,-0.018863455625250936,8.195160925388336,8.272469565272331,0.310386061668396,7.216869607567787,7.216869607567787,greedy,0.310386061668396,0.0,heuristic_recall_pool
23,N15752,control0,-0.6092237830162048,-0.6092237830162048,0.31468093395233154,0.0031468093395233153,-0.7012072801589966,-0.4142462909221649,-0.4142462909221649,0.08341597020626068,0.04397506266832352,0.005013963207602501,101199.1953125,33137.8125,68061.3828125,101117.65625,33020.9375,68096.71875,0.0008057283703237772,0.0035269376821815968,-0.0005191774689592421,0.08057283703237772,8.242031663656235,8.31670568138361,0.31468093395233154,7.531550541520119,7.531550541520119,greedy,0.31468093395233154,0.0,heuristic_recall_pool
24,N15858,control0,-0.6233454346656799,-0.6233454346656799,0.32268333435058594,0.0032268333435058593,-0.6984589099884033,-0.41623544692993164,-0.41623544692993164,0.08502504229545593,0.045136816799640656,0.004662808030843735,101117.015625,33020.10546875,68096.90625,101095.3828125,32947.6640625,68147.71875,0.00021393840142991394,0.0021938574500381947,-0.000746179255656898,0.021393840142991394,8.408952116966248,8.479116201400757,0.32268333435058594,7.854233875870705,7.854233875870705,greedy,0.32268333435058594,0.0,heuristic_recall_pool
25,N15856,control0,-0.6330138444900513,-0.6330138444900513,0.3288624584674835,0.003288624584674835,-0.6983015537261963,-0.4174809753894806,-0.4174809753894806,0.08625616133213043,0.04604735225439072,0.004401449114084244,101095.390625,32947.65625,68147.734375,101077.5546875,32893.9921875,68183.5625,0.00017642680904828012,0.0016287672333419323,-0.0005257419543340802,0.017642680904828012,8.536997616291046,8.603461503982544,0.3288624584674835,8.183096334338188,8.183096334338188,greedy,0.3288624584674835,0.0,heuristic_recall_pool
26,N8905,control0,-0.6322706341743469,-0.6322706341743469,0.33112144470214844,0.0033112144470214843,-0.7053647041320801,-0.41795650124549866,-0.41795650124549866,0.08674456179141998,0.04658196121454239,0.0043563153594732285,101078.203125,32894.6953125,68183.5078125,100958.359375,32759.00390625,68199.359375,0.001185653731226921,0.004125023726373911,-0.00023248382785823196,0.11856537312269211,8.587621122598648,8.65274741500616,0.33112144470214844,8.514217779040337,8.514217779040337,greedy,0.33112144470214844,0.0,heuristic_recall_pool
27,N9011,control0,-0.6414775252342224,-0.6414775252342224,0.3377419710159302,0.0033774197101593016,-0.7081212997436523,-0.41957274079322815,-0.41957274079322815,0.08819319307804108,0.04757746309041977,0.004023145884275436,100957.71875,32758.220703125,68199.5,100913.4453125,32686.021484375,68227.421875,0.000438534450950101,0.002204003045335412,-0.000409414671594277,0.0438534450950101,8.73748853802681,8.798861615359783,0.3377419710159302,8.851959750056267,8.851959750056267,greedy,0.3377419710159302,0.0,heuristic_recall_pool
28,N15749,control0,-0.6404251456260681,-0.6404251456260681,0.33974307775497437,0.0033974307775497437,-0.7133926749229431,-0.4198545515537262,-0.4198545515537262,0.08835361897945404,0.04781762510538101,0.004030123353004456,100914.25,32686.875,68227.375,100781.8828125,32547.3671875,68234.515625,0.0013116798363626003,0.0042680068872869015,-0.00010465923696756363,0.13116798363626003,8.755250424146652,8.815334029495716,0.33974307775497437,9.191702827811241,9.191702827811241,greedy,0.33974307775497437,0.0,heuristic_recall_pool
29,N9009,control0,-0.647154688835144,-0.647154688835144,0.3464716672897339,0.003464716672897339,-0.7137793302536011,-0.42067331075668335,-0.42067331075668335,0.08936759829521179,0.048394523561000824,0.003756420686841011,100781.0625,32546.45703125,68234.6015625,100735.5,32492.12890625,68243.375,0.00045209386735223234,0.001669248566031456,-0.00012857755064032972,0.045209386735223234,8.86255818605423,8.918209418654442,0.3464716672897339,9.538174495100975,9.538174495100975,greedy,0.3464716672897339,0.0,heuristic_recall_pool
30,N8906,control0,-0.645084798336029,-0.645084798336029,0.349033385515213,0.00349033385515213,-0.717459499835968,-0.42092058062553406,-0.42092058062553406,0.08924837410449982,0.04830221086740494,0.0037803351879119873,100736.2109375,32492.908203125,68243.3046875,100576.0,32324.18359375,68251.8125,0.0015904007013887167,0.005192659329622984,-0.000124668818898499,0.15904007013887167,8.85295021533966,8.906865611672401,0.349033385515213,9.887207880616188,9.887207880616188,greedy,0.349033385515213,0.0,heuristic_recall_pool
31,N9007,control0,-0.6514758467674255,-0.6514758467674255,0.3565690517425537,0.003565690517425537,-0.7176978588104248,-0.4213409423828125,-0.4213409423828125,0.09015680849552155,0.04875610023736954,0.0035138707607984543,100575.296875,32323.376953125,68251.921875,100517.140625,32255.45703125,68261.6796875,0.0005782359512522817,0.002101263264194131,-0.00014296759036369622,0.05782359512522817,8.950908958911896,8.99948787689209,0.3565690517425537,10.243776932358742,10.243776932358742,greedy,0.3565690517425537,0.0,heuristic_recall_pool
32,N15754,control0,-0.6489001512527466,-0.6489001512527466,0.3591403365135193,0.003591403365135193,-0.7208002209663391,-0.42099103331565857,-0.42099103331565857,0.08991965651512146,0.04856663942337036,0.0035594627261161804,100517.90625,32256.353515625,68261.5546875,100363.203125,32101.091796875,68262.109375,0.0015390603803098202,0.004813368432223797,-8.125914064294193e-06,0.15390603803098202,8.930114954710007,8.976502977311611,0.3591403365135193,10.602917268872261,10.602917268872261,greedy,0.3591403365135193,0.0,heuristic_recall_pool
33,N8907,control0,-0.6477455496788025,-0.6477455496788025,0.36422935128211975,0.0036422935128211974,-0.7231500148773193,-0.4211220145225525,-0.4211220145225525,0.09007756412029266,0.04860150068998337,0.003498269245028496,100363.1171875,32100.921875,68262.1953125,100233.28125,31975.4609375,68257.8203125,0.0012936618877574801,0.0039083282463252544,6.409110937966034e-05,0.12936618877574801,8.950863748788834,8.993533246219158,0.36422935128211975,10.96714662015438,10.96714662015438,greedy,0.36422935128211975,0.0,heuristic_recall_pool
34,N15755,control0,-0.647338330745697,-0.647338330745697,0.36995208263397217,0.003699520826339722,-0.7247427701950073,-0.4212592542171478,-0.4212592542171478,0.09031593799591064,0.048700444400310516,0.0034215468913316727,100233.34375,31975.537109375,68257.8046875,100117.1484375,31866.853515625,68250.296875,0.0011592480586841702,0.0033989606890827417,0.00010999199730576947,0.11592480586841702,8.980286628007889,9.01876700669527,0.36995208263397217,11.337098702788353,11.337098702788353,greedy,0.36995208263397217,0.0,heuristic_recall_pool
35,N15751,control0,-0.6469854116439819,-0.6469854116439819,0.3752618432044983,0.003752618432044983,-0.7258267998695374,-0.42093828320503235,-0.42093828320503235,0.0904492735862732,0.048737041652202606,0.0033722929656505585,100117.2265625,31866.953125,68250.2734375,100010.3125,31772.20703125,68238.1015625,0.0010678888065740466,0.0029731770046055317,0.00017834178288467228,0.10678888065740466,8.999250918626785,9.033508248627186,0.3752618432044983,11.712360545992851,11.712360545992851,greedy,0.3752618432044983,0.0,heuristic_recall_pool
36,N8929,control0,-0.6467999815940857,-0.6467999815940857,0.3806544244289398,0.003806544244289398,-0.7268154621124268,-0.4206567704677582,-0.4206567704677582,0.09068785607814789,0.04883847385644913,0.003296308219432831,100009.6640625,31771.517578125,68238.1484375,99907.1875,31686.849609375,68220.3359375,0.0010246665915474296,0.0026649015489965677,0.00026103435084223747,0.10246665915474296,9.02878326177597,9.058785021305084,0.3806544244289398,12.093014970421791,12.093014970421791,greedy,0.3806544244289398,0.0,heuristic_recall_pool
37,N6551,observe,-0.6537852883338928,-0.6537852883338928,0.38204213976860046,0.003820421397686005,-0.7227669954299927,-0.4173692762851715,-0.4173692762851715,0.09066656231880188,0.04906950145959854,0.0033841654658317566,99906.09375,31686.140625,68219.953125,99864.5625,31690.0546875,68174.5078125,0.00041570287430658937,-0.00012352601333986968,0.0006661586812697351,0.041570287430658937,9.031329095363617,9.057824447751045,0.38204213976860046,12.475057110190392,12.475057110190392,greedy,0.38204213976860046,0.0,heuristic_recall_pool
38,N15776,control0,-0.6476943492889404,-0.6476943492889404,0.387458860874176,0.00387458860874176,-0.7255783081054688,-0.41777822375297546,-0.41777822375297546,0.09100523591041565,0.04899590462446213,0.00320282019674778,99865.90625,31690.84765625,68175.0546875,99703.296875,31547.263671875,68156.03125,0.001628277124837041,0.004530771169811487,0.00027903809677809477,0.1628277124837041,9.070204228162766,9.092943750321865,0.387458860874176,12.862515971064568,12.862515971064568,greedy,0.387458860874176,0.0,heuristic_recall_pool
39,N15753,control0,-0.6455487608909607,-0.6455487608909607,0.39145627617836,0.0039145627617836,-0.728793203830719,-0.41848623752593994,-0.41848623752593994,0.09139002859592438,0.04917112737894058,0.0030841976404190063,99703.421875,31547.69921875,68155.71875,99633.2109375,31489.5625,68143.6484375,0.0007041978533379734,0.00184281961992383,0.00017709903477225453,0.07041978533379734,9.111972898244858,9.132245369255543,0.39145627617836,13.253972247242928,13.253972247242928,greedy,0.39145627617836,0.0,heuristic_recall_pool
40,__buf_split_12982,observe,-0.6495575308799744,-0.6495575308799744,0.3925350606441498,0.003925350606441498,-0.7242109775543213,-0.4145328998565674,-0.4145328998565674,0.09150071442127228,0.049169354140758514,0.0030324533581733704,99632.4375,31489.076171875,68143.359375,99716.765625,31640.02734375,68076.734375,-0.0008463922422379255,-0.004793763160705566,0.000977718154899776,-0.08463922422379255,9.12807360291481,9.144571982324123,0.3925350606441498,13.646507307887077,13.646507307887077,greedy,0.3925350606441498,0.0,heuristic_recall_pool
41,N48469,observe,-0.6385231614112854,-0.6385231614112854,0.4061698615550995,0.004061698615550995,-0.7148711085319519,-0.41560885310173035,-0.41560885310173035,0.07793837785720825,0.041657812893390656,0.006762418895959854,99716.484375,31640.26171875,68076.2265625,99608.203125,31486.826171875,68121.375,0.001085891155526042,0.004849376622587442,-0.0006632041768170893,0.1085891155526042,7.784398794174194,7.7914780378341675,0.4061698615550995,14.052677169442177,14.052677169442177,greedy,0.4061698615550995,0.0,heuristic_recall_pool
42,N15973,observe,-0.6403669118881226,-0.6403669118881226,0.4095820188522339,0.004095820188522339,-0.7107838988304138,-0.4148879945278168,-0.4148879945278168,0.07865269482135773,0.042271338403224945,0.006639551371335983,99607.875,31485.875,68122.0,99434.671875,31308.96875,68125.703125,0.0017388496780768037,0.005618590861558914,-5.4360192734748125e-05,0.17388496780768037,7.85996350646019,7.863942988216877,0.4095820188522339,14.46225918829441,14.46225918829441,greedy,0.4095820188522339,0.0,heuristic_recall_pool
43,N8644,observe,-0.6335228085517883,-0.6335228085517883,0.41666266322135925,0.004166626632213593,-0.6905249357223511,-0.41429394483566284,-0.41429394483566284,0.07563720643520355,0.04061797261238098,0.007474545389413834,99435.53125,31309.46875,68126.0625,99290.0625,31213.54296875,68076.515625,0.0014629453653469682,0.0030637946911156178,0.0007272822549566627,0.14629453653469682,7.566089361906052,7.564312823116779,0.41666266322135925,14.87892185151577,14.87892185151577,greedy,0.41666266322135925,0.0,heuristic_recall_pool
44,N8745,observe,-0.6805123686790466,-0.6805123686790466,0.39226233959198,0.0039226233959198,-0.6129881143569946,-0.42059147357940674,-0.42059147357940674,0.05285070091485977,0.0182265043258667,-0.004313606768846512,99288.390625,31212.216796875,68076.171875,98501.6171875,30246.1015625,68255.515625,0.007924122735857964,0.03095311112701893,-0.002634457079693675,0.7924122735857964,5.25674095749855,5.2779878079891205,0.39226233959198,15.27118419110775,15.27118419110775,greedy,0.39226233959198,0.0,heuristic_recall_pool
45,N24931,observe,-0.6919378638267517,-0.6919378638267517,0.4597937762737274,0.004597937762737274,-0.5662792921066284,-0.4292721152305603,-0.4292721152305603,0.04924976825714111,0.012735612690448761,-0.005486581474542618,98505.046875,30249.0703125,68255.9765625,98212.75,29892.1640625,68320.5859375,0.0029673289973288774,0.011798916384577751,-0.0009465746115893126,0.29673289973288774,4.955498486757278,4.932607240974903,0.4597937762737274,15.730977967381477,15.730977967381477,greedy,0.4597937762737274,0.0,heuristic_recall_pool
46,__buf_split_217,control0,-0.7153810262680054,-0.7153810262680054,0.45453470945358276,0.004545347094535828,-0.5657517313957214,-0.4300820231437683,-0.4300820231437683,0.04919686168432236,0.010946951806545258,-0.005348805338144302,98209.96875,29889.34375,68320.625,98347.2890625,29774.724609375,68572.5625,-0.0013982319505885243,0.0038347828667610884,-0.0036875761579722166,-0.13982319505885243,4.94413885474205,4.925799340009689,0.45453470945358276,16.18551267683506,16.18551267683506,greedy,0.45453470945358276,0.0,heuristic_recall_pool
47,N5010,control0,-0.7112221121788025,-0.7112221121788025,0.467562735080719,0.00467562735080719,-0.6026135087013245,-0.44016027450561523,-0.44016027450561523,0.050758153200149536,0.014571696519851685,-0.004187118262052536,98348.2578125,29775.828125,68572.4296875,98697.5859375,30190.8359375,68506.75,-0.0035519502125680447,-0.013937742449343204,0.0009578148019500077,-0.35519502125680447,5.103217780590057,5.0826659351587296,0.467562735080719,16.65307541191578,16.65307541191578,greedy,0.467562735080719,0.0,heuristic_recall_pool
48,N8815,observe,-0.6498410105705261,-0.6498410105705261,0.44280165433883667,0.004428016543388366,-0.6573353409767151,-0.46665599942207336,-0.46665599942207336,0.0523199588060379,0.010845474898815155,-0.00818895548582077,98696.875,30190.14453125,68506.734375,99611.296875,31177.04296875,68434.25,-0.009264952503144741,-0.032689422369003296,0.0010580620728433132,-0.9264952503144741,5.208141535520554,5.226032294332981,0.44280165433883667,17.095877066254616,17.095877066254616,greedy,0.44280165433883667,0.0,heuristic_recall_pool
49,N29819,observe,-0.5841372609138489,-0.5841372609138489,0.35464274883270264,0.0035464274883270264,-0.6169614791870117,-0.5288004875183105,-0.5288004875183105,0.04824276268482208,0.0049202218651771545,-0.014649424701929092,99610.3046875,31176.603515625,68433.703125,98593.34375,30018.373046875,68574.96875,0.010209394618868828,0.03715062886476517,-0.002064269734546542,1.0209394618868828,4.6501185297966,4.780736833810806,0.35464274883270264,17.45051981508732,17.45051981508732,greedy,0.35464274883270264,0.0,heuristic_recall_pool
50,N857,observe,-0.5976600050926208,-0.5976600050926208,0.39414098858833313,0.003941409885883331,-0.595693826675415,-0.5014293789863586,-0.5014293789863586,0.04847019910812378,0.009719036519527435,-0.009005825966596603,98601.8203125,30026.0078125,68575.8125,99181.4453125,30336.412109375,68845.03125,-0.005878441035747528,-0.010337847284972668,-0.003925855737179518,-0.5878441035747528,4.739731520414352,4.8201978132128716,0.39414098858833313,17.84466080367565,17.84466080367565,greedy,0.39414098858833313,0.0,heuristic_recall_pool
51,N1442,observe,-0.6220076084136963,-0.6220076084136963,0.4121745526790619,0.0041217455267906185,-0.6201879978179932,-0.5019747018814087,-0.5019747018814087,0.04932919144630432,0.012245364487171173,-0.008904930204153061,99176.828125,30332.767578125,68844.0625,99208.875,30373.02734375,68835.8515625,-0.0003231286536902189,-0.001327269827015698,0.00011926863953704014,-0.03231286536902189,4.843118995428085,4.910469107329845,0.4121745526790619,18.256835356354713,18.256835356354713,greedy,0.4121745526790619,0.0,heuristic_recall_pool
52,N4112,observe,-0.6370545029640198,-0.6370545029640198,0.4182080030441284,0.004182080030441284,-0.6403263807296753,-0.5001769065856934,-0.5001769065856934,0.050016067922115326,0.013770602643489838,-0.008981961756944656,99213.4609375,30376.5234375,68836.9375,99270.9609375,30421.7265625,68849.234375,-0.0005795584293082356,-0.0014880941016599536,-0.0001786377397365868,-0.057955842930823565,4.919637888669968,4.981114566326141,0.4182080030441284,18.675043359398842,18.675043359398842,greedy,0.4182080030441284,0.0,heuristic_recall_pool
