dataset	pair	feature	n	x_mean	y_mean	pearson	spearman
oracle_balanced_val_wide	post_hard vs final_tc	raw	666	35.91591591591592	0.884405810810811	-0.9090586254563827	-0.794907321486553
oracle_balanced_val_wide	post_hard vs final_tc	per_node	666	0.10815900667480227	0.884405810810811	-0.9294251488516379	-0.9743961987083319
oracle_balanced_val_wide	post_hard vs final_tc	per_total_fault	666	0.11559418918918919	0.884405810810811	-1.0	-1.0
oracle_balanced_val_wide	baseline_hard vs baseline_tc	raw	666	33.174815394801776	0.8931872972972973	-0.8687394142578508	-0.7521839868603497
oracle_balanced_val_wide	baseline_hard vs baseline_tc	per_node	666	0.1018623534066453	0.8931872972972973	-0.909978309235353	-0.9462111917490703
oracle_balanced_val_wide	baseline_hard vs baseline_tc	per_total_fault	666	0.1068127027027027	0.8931872972972973	-1.0	-0.999884862586188
oracle_balanced_val_wide	delta_hard vs delta_tc	raw	666	-2.741100521114139	-0.008781486486486485	0.9775184347460105	0.9674014418512514
oracle_balanced_val_wide	delta_hard vs delta_tc	per_node	666	-0.006296653268156986	-0.008781486486486485	0.970956547942471	0.9965568089234621
oracle_balanced_val_wide	delta_hard vs delta_tc	per_total_fault	666	-0.008781486486486488	-0.008781486486486485	0.9999999999999997	0.9999999999999999
oracle_transfer_smoke	post_hard vs final_tc	raw	288	1959.1597222222222	0.8856824305555555	-0.978113824823156	-0.9994922932328999
oracle_transfer_smoke	post_hard vs final_tc	per_node	288	0.07027879135383204	0.8856824305555555	-0.999076747281911	-0.9994922932328999
oracle_transfer_smoke	post_hard vs final_tc	per_total_fault	288	0.11431756944444443	0.8856824305555555	-1.0	-1.0
oracle_transfer_smoke	baseline_hard vs baseline_tc	raw	288	2198.8055009204422	0.88332	-0.999999997605896	-0.8140330109070111
oracle_transfer_smoke	baseline_hard vs baseline_tc	per_node	288	0.07111647298077271	0.88332	-0.9999999822505348	-0.8140330109070111
oracle_transfer_smoke	baseline_hard vs baseline_tc	per_total_fault	288	0.11668000000000002	0.88332	-1.0	-0.9724305274266749
oracle_transfer_smoke	delta_hard vs delta_tc	raw	288	239.64577869822037	0.0023624305555555616	0.9296064001054885	0.9925457111952901
oracle_transfer_smoke	delta_hard vs delta_tc	per_node	288	0.0008376816269406721	0.0023624305555555616	0.9996105299081787	0.997133200111058
oracle_transfer_smoke	delta_hard vs delta_tc	per_total_fault	288	0.002362430555555557	0.0023624305555555616	0.9999999999999999	1.0
oracle_expanded_val	post_hard vs final_tc	raw	864	31.78587962962963	0.896431261574074	-0.9189779382121851	-0.8596256582058452
oracle_expanded_val	post_hard vs final_tc	per_node	864	0.09630067579176223	0.896431261574074	-0.9331803861242218	-0.9674759127671515
oracle_expanded_val	post_hard vs final_tc	per_total_fault	864	0.10356873842592591	0.896431261574074	-1.0	-1.0
oracle_expanded_val	baseline_hard vs baseline_tc	raw	864	30.199222079293644	0.9013162499999999	-0.8911576024593705	-0.8341456716600757
oracle_expanded_val	baseline_hard vs baseline_tc	per_node	864	0.09305511426338607	0.9013162499999999	-0.9184797964498763	-0.940284497230254
oracle_expanded_val	baseline_hard vs baseline_tc	per_total_fault	864	0.09868374999999999	0.9013162499999999	-0.9999999999999992	-0.9998626573490396
oracle_expanded_val	delta_hard vs delta_tc	raw	864	-1.5866575503359845	-0.0048849884259259384	0.9787203070825369	0.9764720318367287
oracle_expanded_val	delta_hard vs delta_tc	per_node	864	-0.003245561528376139	-0.0048849884259259384	0.9706694809082842	0.9968261331874064
oracle_expanded_val	delta_hard vs delta_tc	per_total_fault	864	-0.00488498842592594	-0.0048849884259259384	0.9999999999999996	1.0
