split	variant	checkpoint_name	benchmark_id	state_id	candidate_strategy	oracle_best_delta_tc	baseline_top1_action	baseline_top1_delta_tc	ranker_top1_action	ranker_top1_delta_tc	delta_vs_baseline	ranker_top1_regret
train	linear_l2		subckt_0062	initial	cached_hard_cone	7.999999999996898e-05	new_n797_::control1	-0.004590000000000094	new_n1176_::observe	4.0000000000040004e-05	0.004630000000000134	3.999999999992898e-05
train	linear_l2		subckt_0062	initial	cached_random	7.999999999996898e-05	__buf_split_298::control1	-0.004590000000000094	new_n2448_::observe	7.999999999996898e-05	0.004670000000000063	0.0
train	linear_l2		subckt_0062	initial	cached_stride	7.999999999996898e-05	__buf_split_310::control1	-0.004590000000000094	new_n2486_::observe	7.999999999996898e-05	0.004670000000000063	0.0
train	linear_l2		subckt_0066	initial	cached_hard_cone	0.0035200000000000786	new_n1370_::observe	5.0000000000105516e-05	new_n1359_::observe	2.0000000000131024e-05	-2.999999999997449e-05	0.0034999999999999476
train	linear_l2		subckt_0069	initial	cached_hard_cone	0.0018099999999999783	new_n2073_::control0	-0.0017600000000000948	new_n2147_::observe	1.999999999990898e-05	0.0017800000000000038	0.0017900000000000693
train	linear_l2		subckt_0069	initial	cached_random	0.0018099999999999783	__buf_split_1148::observe	3.999999999992898e-05	new_n2098_::observe	3.999999999992898e-05	0.0	0.0017700000000000493
train	linear_l2		subckt_0069	initial	cached_stride	0.0018099999999999783	new_n1723_::observe	3.999999999992898e-05	__buf_split_25::control0	1.999999999990898e-05	-2.0000000000020002e-05	0.0017900000000000693
train	linear_l2		subckt_0081	initial	cached_hard_cone	0.034519999999999995	__buf_split_55::observe	0.0014600000000000168	__buf_split_55::observe	0.0014600000000000168	0.0	0.03305999999999998
train	linear_l2		subckt_0081	initial	cached_random	0.054790000000000005	__buf_split_283::control1	0.04803000000000002	II1971::observe	0.0014600000000000168	-0.04657	0.05332999999999999
train	linear_l2		subckt_0081	initial	cached_stride	0.034519999999999995	__aig_and_167::observe	0.0014600000000000168	__aig_and_117::observe	0.0014600000000000168	0.0	0.03305999999999998
train	linear_l2		subckt_0083	initial	cached_stride	0.037860000000000005	new_n6965::control1	-0.006330000000000169	__aig_not_1247::observe	0.0011599999999999389	0.007490000000000108	0.036700000000000066
train	linear_l2		subckt_0086	initial	cached_hard_cone	0.012660000000000005	__aig_and_12::control0	0.012660000000000005	__aig_and_7::observe	0.006489999999999996	-0.006170000000000009	0.006170000000000009
train	linear_l2		subckt_0086	initial	cached_random	0.012660000000000005	ADD_65_U4::control0	-0.00609000000000004	U525::observe	0.006489999999999996	0.012580000000000036	0.006170000000000009
train	linear_l2		subckt_0086	initial	cached_stride	0.012660000000000005	__aig_and_366::control0	-0.00609000000000004	__buf_split_9::observe	0.012660000000000005	0.018750000000000044	0.0
train	linear_l2		subckt_0103	initial	cached_hard_cone	0.007099999999999995	new_n711_::observe	0.0008399999999999519	new_n716_::observe	0.0008399999999999519	0.0	0.006260000000000043
train	linear_l2		subckt_0103	initial	cached_random	0.03522000000000003	__buf_split_1939::control0	-0.014780000000000015	new_n2233_::observe	0.0016800000000000148	0.01646000000000003	0.033540000000000014
train	linear_l2		subckt_0103	initial	cached_stride	0.044600000000000084	new_n2405_::observe	0.007889999999999953	new_n2557_::observe	0.0016800000000000148	-0.006209999999999938	0.04292000000000007
train	linear_l2		subckt_0107	initial	cached_hard_cone	0.02633999999999992	__aig_and_174::control1	0.0013400000000000079	__buf_split_10::observe	0.00264999999999993	0.0013099999999999223	0.02368999999999999
train	linear_l2		subckt_0107	initial	cached_stride	0.038839999999999986	__aig_and_468::control1	0.0013400000000000079	__buf_split_10::observe	0.00264999999999993	0.0013099999999999223	0.036190000000000055
train	linear_l2		subckt_0116	initial	cached_random	0.007780000000000009	new_n5386_::observe	9.00000000000345e-05	__buf_split_3855::observe	9.00000000000345e-05	0.0	0.007689999999999975
train	linear_l2		subckt_0117	initial	cached_hard_cone	0.008000000000000007	new_n3820_::observe	0.00012999999999996348	new_n3820_::observe	0.00012999999999996348	0.0	0.007870000000000044
train	linear_l2		subckt_0117	initial	cached_random	0.008000000000000007	new_n4163_::observe	-0.027430000000000065	new_n4163_::observe	-0.027430000000000065	0.0	0.03543000000000007
train	linear_l2		subckt_0117	initial	cached_stride	0.008000000000000007	new_n2867_::observe	0.0040599999999999525	new_n3732_::observe	0.008000000000000007	0.003940000000000055	0.0
train	linear_l2		subckt_0118	initial	cached_random	7.999999999996898e-05	new_n698_::observe	7.999999999996898e-05	new_n1689_::observe	7.999999999996898e-05	0.0	0.0
train	linear_l2		subckt_0118	initial	cached_stride	7.999999999996898e-05	new_n1660_::observe	7.999999999996898e-05	__buf_split_7::observe	7.999999999996898e-05	0.0	0.0
train	linear_l2		subckt_0120	initial	cached_hard_cone	7.999999999996898e-05	__aig_and_259::observe	7.999999999996898e-05	__aig_and_259::observe	7.999999999996898e-05	0.0	0.0
train	linear_l2		subckt_0120	initial	cached_random	0.007050000000000001	2861::observe	0.007050000000000001	2871::observe	7.999999999996898e-05	-0.006970000000000032	0.006970000000000032
train	linear_l2		subckt_0120	initial	cached_stride	0.005290000000000017	2603::observe	3.999999999992898e-05	__aig_and_444::observe	-0.006879999999999997	-0.006919999999999926	0.012170000000000014
train	linear_l2		subckt_0126	initial	cached_random	0.0030800000000000827	__aig_and_122::observe	0.0005100000000000104	__aig_and_122::observe	0.0005100000000000104	0.0	0.0025700000000000722
train	linear_l2		subckt_0128	initial	cached_random	0.026150000000000007	__buf_split_1241::control1	0.007429999999999937	__aig_not_1696::observe	0.0011499999999999844	-0.006279999999999952	0.025000000000000022
train	linear_l2		subckt_0128	initial	cached_stride	0.03750999999999993	__buf_split_1262::control1	0.007429999999999937	__aig_not_1640::observe	0.0011499999999999844	-0.006279999999999952	0.03635999999999995
train	linear_l2		subckt_0133	initial	cached_hard_cone	0.0032999999999999696	__aig_and_5::observe	0.0032999999999999696	__aig_and_5::observe	0.0032999999999999696	0.0	0.0
train	linear_l2		subckt_0133	initial	cached_stride	0.003090000000000037	__aig_and_44254::observe	0.00045999999999990493	__buf_split_25289::observe	0.00045999999999990493	0.0	0.0026300000000001322
train	linear_l2		subckt_0136	initial	cached_random	0.04835999999999996	__buf_split_225::control1	0.0007500000000000284	__aig_not_313::observe	0.0014899999999999913	0.0007399999999999629	0.04686999999999997
train	linear_l2		subckt_0136	initial	cached_stride	0.0561799999999999	__aig_and_296::control1	0.0007500000000000284	__aig_not_364::observe	0.0014899999999999913	0.0007399999999999629	0.054689999999999905
train	linear_l2		subckt_0141	initial	cached_hard_cone	0.0044200000000000905	__aig_not_16361::observe	0.0002900000000001235	__aig_and_16334::observe	0.0002900000000001235	0.0	0.004129999999999967
train	linear_l2		subckt_0145	initial	cached_stride	2.0000000000131024e-05	__buf_split_3047::control1	1.0000000000065512e-05	new_n445_::observe	2.0000000000131024e-05	1.0000000000065512e-05	0.0
train	linear_l2		subckt_0146	initial	cached_random	0.004529999999999923	__aig_and_244::observe	0.0006399999999999739	__aig_and_495::observe	0.0006399999999999739	0.0	0.003889999999999949
train	linear_l2		subckt_0155	initial	cached_hard_cone	0.00934999999999997	__buf_split_48::control1	-0.011579999999999924	__buf_split_11::observe	0.0001100000000000545	0.011689999999999978	0.009239999999999915
train	linear_l2		subckt_0155	initial	cached_stride	0.00934999999999997	__aig_and_17::observe	0.0001100000000000545	__buf_split_11::observe	0.0001100000000000545	0.0	0.009239999999999915
train	linear_l2		subckt_0165	initial	cached_random	0.011339999999999906	new_n153897_::control1	5.999999999994898e-05	new_n153362_::observe	0.00012999999999985246	6.999999999990347e-05	0.011210000000000053
train	linear_l2		subckt_0168	initial	cached_random	0.041729999999999934	new_n1834_::control1	0.0008700000000000374	__buf_split_221::observe	0.0017300000000000093	0.0008599999999999719	0.039999999999999925
train	linear_l2		subckt_0168	initial	cached_stride	0.03621999999999992	__buf_split_8::control1	0.0008700000000000374	new_n1102_::observe	0.0017300000000000093	0.0008599999999999719	0.03448999999999991
train	linear_l2		subckt_0171	initial	cached_random	0.00016999999999989246	3869::control1	7.999999999996898e-05	__buf_split_297::observe	0.00016999999999989246	8.999999999992347e-05	0.0
train	linear_l2		subckt_0172	initial	cached_hard_cone	5.999999999994898e-05	new_n650_::observe	5.999999999994898e-05	__buf_split_38::observe	5.999999999994898e-05	0.0	0.0
train	linear_l2		subckt_0172	initial	cached_random	5.999999999994898e-05	new_n6736_::observe	5.999999999994898e-05	new_n6736_::observe	5.999999999994898e-05	0.0	0.0
train	linear_l2		subckt_0172	initial	cached_stride	5.999999999994898e-05	new_n6723_::observe	5.999999999994898e-05	__buf_split_12::observe	5.999999999994898e-05	0.0	0.0
train	linear_l2		subckt_0173	initial	cached_random	0.03801999999999983	__buf_split_85::observe	0.0019500000000000073	__buf_split_85::observe	0.0019500000000000073	0.0	0.036069999999999824
train	linear_l2		subckt_0184	initial	cached_hard_cone	7.999999999996898e-05	new_n236609_::control0	3.999999999992898e-05	new_n236609_::observe	7.999999999996898e-05	4.0000000000040004e-05	0.0
train	linear_l2		subckt_0188	initial	cached_hard_cone	0.011220000000000008	__buf_split_15::observe	0.00020999999999993246	__buf_split_51::observe	0.00020999999999993246	0.0	0.011010000000000075
train	linear_l2		subckt_0188	initial	cached_random	0.011220000000000008	new_n4022_::control1	0.011220000000000008	new_n685_::observe	0.00020999999999993246	-0.011010000000000075	0.011010000000000075
train	linear_l2		subckt_0189	initial	cached_hard_cone	0.0021400000000000308	__buf_split_179::control1	-0.005819999999999936	__aig_not_248::observe	0.0021400000000000308	0.007959999999999967	0.0
train	linear_l2		subckt_0189	initial	cached_random	0.06720999999999999	__aig_and_1851::observe	0.0021400000000000308	__aig_and_1851::observe	0.0021400000000000308	0.0	0.06506999999999996
train	linear_l2		subckt_0189	initial	cached_stride	0.07748	__aig_and_1833::observe	0.0021400000000000308	new_n4698::observe	0.07748	0.07533999999999996	0.0
train	linear_l2		subckt_0192	initial	cached_stride	0.049309999999999965	new_n60982_::observe	0.0005699999999999594	__buf_split_84::observe	0.0005699999999999594	0.0	0.048740000000000006
train	linear_l2		subckt_0193	initial	cached_hard_cone	0.00046999999999997044	__buf_split_20::control1	-0.0021899999999999142	I655::observe	0.00046999999999997044	0.0026599999999998847	0.0
train	linear_l2		subckt_0193	initial	cached_random	0.00046999999999997044	G229::control1	-0.0021899999999999142	G336::observe	0.00046999999999997044	0.0026599999999998847	0.0
train	linear_l2		subckt_0193	initial	cached_stride	0.00046999999999997044	I553::control1	-0.0021899999999999142	I655::observe	0.00046999999999997044	0.0026599999999998847	0.0
train	linear_l2		subckt_0196	initial	cached_random	0.01471	__aig_and_7009::control1	-0.009560000000000013	__buf_split_4703::control1	0.0050000000000000044	0.014560000000000017	0.009709999999999996
train	linear_l2		subckt_0196	initial	cached_stride	0.01471	__buf_split_4829::control1	0.0050000000000000044	__buf_split_4437::observe	0.0002900000000001235	-0.004709999999999881	0.014419999999999877
train	linear_l2		subckt_0197	initial	cached_random	0.00012000000000000899	__aig_and_36070::control1	-0.0011700000000000044	__buf_split_536::observe	0.00012000000000000899	0.0012900000000000134	0.0
train	linear_l2		subckt_0197	initial	cached_stride	0.00012000000000000899	__aig_not_35130::observe	0.00012000000000000899	__aig_not_43::observe	0.00012000000000000899	0.0	0.0
train	linear_l2		subckt_0203	initial	cached_hard_cone	0.0040400000000000436	__aig_and_5::control0	-0.0038599999999999746	__aig_and_5::observe	0.00017999999999995797	0.0040399999999999325	0.0038600000000000856
train	linear_l2		subckt_0203	initial	cached_random	0.006020000000000025	__aig_and_207::control0	0.0040400000000000436	__aig_and_53::observe	0.00017999999999995797	-0.0038600000000000856	0.005840000000000067
train	linear_l2		subckt_0203	initial	cached_stride	0.0040400000000000436	__buf_split_177::control1	0.0040400000000000436	__aig_and_76::observe	0.00017999999999995797	-0.0038600000000000856	0.0038600000000000856
train	linear_l2		subckt_0204	initial	cached_hard_cone	0.0047599999999999865	new_n1606_::control0	7.999999999996898e-05	new_n1907_::observe	0.00016999999999989246	8.999999999992347e-05	0.004590000000000094
train	linear_l2		subckt_0204	initial	cached_stride	0.0047599999999999865	new_n1596_::control0	7.999999999996898e-05	new_n1914_::observe	0.00016999999999989246	8.999999999992347e-05	0.004590000000000094
train	linear_l2		subckt_0230	initial	cached_hard_cone	3.999999999981796e-05	__aig_not_3::observe	3.999999999981796e-05	__aig_not_5::observe	3.999999999981796e-05	0.0	0.0
train	linear_l2		subckt_0230	initial	cached_random	0.0005199999999998539	__aig_not_23172::observe	3.999999999981796e-05	__aig_and_24652::observe	3.999999999981796e-05	0.0	0.00048000000000003595
train	linear_l2		subckt_0230	initial	cached_stride	3.999999999981796e-05	__aig_not_24789::observe	3.999999999981796e-05	__aig_not_23053::observe	3.999999999981796e-05	0.0	0.0
train	linear_l2		subckt_0231	initial	cached_hard_cone	0.0011799999999999589	__buf_split_31::control1	-0.018430000000000057	__buf_split_1::observe	0.0011799999999999589	0.019610000000000016	0.0
train	linear_l2		subckt_0231	initial	cached_random	0.01961999999999997	__buf_split_50672::control0	-0.015710000000000002	__buf_split_15410::observe	-0.0042200000000000015	0.01149	0.023839999999999972
train	linear_l2		subckt_0231	initial	cached_stride	0.017400000000000082	__buf_split_1::control1	-0.012989999999999946	__buf_split_1::observe	0.0011799999999999589	0.014169999999999905	0.016220000000000123
train	linear_l2		subckt_0239	initial	cached_hard_cone	0.002369999999999872	__aig_and_96::observe	0.00010999999999994348	__aig_and_96::observe	0.00010999999999994348	0.0	0.0022599999999999287
train	linear_l2		subckt_0239	initial	cached_random	0.002369999999999872	__aig_and_15350::observe	0.00010999999999994348	__aig_and_15365::observe	0.00010999999999994348	0.0	0.0022599999999999287
train	linear_l2		subckt_0239	initial	cached_stride	0.00010999999999994348	__aig_and_15183::observe	0.00010999999999994348	__aig_and_15183::observe	0.00010999999999994348	0.0	0.0
train	linear_l2		subckt_0240	initial	cached_hard_cone	0.00658000000000003	__buf_split_5377::control1	-0.0015899999999999803	new_n9156_::observe	0.00658000000000003	0.00817000000000001	0.0
train	linear_l2		subckt_0240	initial	cached_random	0.011440000000000061	new_n11139_::control0	-0.0015899999999999803	new_n11200_::observe	0.00658000000000003	0.00817000000000001	0.004860000000000031
train	linear_l2		subckt_0240	initial	cached_stride	0.00658000000000003	__buf_split_7385::control1	0.0016700000000000048	__buf_split_5930::observe	0.003330000000000055	0.0016600000000000503	0.003249999999999975
train	linear_l2		subckt_0241	initial	cached_hard_cone	0.00027999999999994696	new_n194962_::observe	0.00013999999999991797	new_n194962_::observe	0.00013999999999991797	0.0	0.000140000000000029
train	linear_l2		subckt_0241	initial	cached_random	0.0043399999999998995	new_n195046_::observe	0.00027999999999994696	__buf_split_72711::observe	0.00027999999999994696	0.0	0.0040599999999999525
train	linear_l2		subckt_0256	initial	cached_hard_cone	0.0021200000000000108	__aig_and_40546::control0	1.0000000000065512e-05	__aig_not_40371::observe	2.0000000000020002e-05	9.99999999995449e-06	0.0020999999999999908
train	linear_l2		subckt_0256	initial	cached_random	2.0000000000020002e-05	__aig_and_39872::observe	2.0000000000020002e-05	__aig_not_40544::observe	2.0000000000020002e-05	0.0	0.0
train	linear_l2		subckt_0256	initial	cached_stride	2.0000000000020002e-05	__aig_and_40442::observe	2.0000000000020002e-05	__aig_not_40127::observe	2.0000000000020002e-05	0.0	0.0
train	linear_l2		subckt_0260	initial	cached_hard_cone	0.015369999999999884	__buf_split_9::control0	-0.0049000000000000155	__buf_split_9::observe	0.0036599999999999966	0.008560000000000012	0.011709999999999887
train	linear_l2		subckt_0260	initial	cached_random	0.028879999999999906	__aig_not_275::control0	0.028879999999999906	__aig_not_275::observe	0.0036599999999999966	-0.02521999999999991	0.02521999999999991
train	linear_l2		subckt_0260	initial	cached_stride	0.030319999999999903	I770.3::observe	0.0036599999999999966	__aig_not_289::observe	0.0036599999999999966	0.0	0.026659999999999906
train	linear_l2		subckt_0261	initial	cached_hard_cone	0.000520000000000076	__buf_split_62::control1	-0.05236999999999992	__buf_split_62::observe	0.000520000000000076	0.05288999999999999	0.0
train	linear_l2		subckt_0261	initial	cached_random	0.013419999999999987	__aig_and_152::control1	-0.026050000000000018	__aig_and_120::observe	0.000520000000000076	0.026570000000000094	0.012899999999999912
train	linear_l2		subckt_0261	initial	cached_stride	0.020000000000000018	__aig_and_141::control1	0.020000000000000018	__buf_split_55::observe	0.000520000000000076	-0.019479999999999942	0.019479999999999942
train	linear_l2		subckt_0266	initial	cached_hard_cone	0.00029999999999996696	__aig_not_31::observe	0.00029999999999996696	__aig_not_31::observe	0.00029999999999996696	0.0	0.0
train	linear_l2		subckt_0266	initial	cached_random	0.00029999999999996696	__aig_not_63404::observe	0.00029999999999996696	__aig_and_33704::observe	0.00029999999999996696	0.0	0.0
train	linear_l2		subckt_0266	initial	cached_stride	0.00029999999999996696	__buf_split_41328::observe	0.00029999999999996696	__buf_split_13::observe	0.00029999999999996696	0.0	0.0
train	linear_l2		subckt_0267	initial	cached_hard_cone	0.0013500000000000734	new_n539406_::observe	0.0013500000000000734	new_n539373_::observe	2.0000000000131024e-05	-0.0013299999999999423	0.0013299999999999423
train	linear_l2		subckt_0275	initial	cached_random	0.0001900000000001345	__buf_split_151::control0	0.00010000000000010001	__buf_split_151::observe	0.0001900000000001345	9.00000000000345e-05	0.0
train	linear_l2		subckt_0275	initial	cached_stride	0.0001900000000001345	3877::control0	0.00010000000000010001	3864::observe	0.00010000000000010001	0.0	9.00000000000345e-05
train	linear_l2		subckt_0279	initial	cached_random	0.015539999999999998	__buf_split_34::observe	0.002589999999999981	__buf_split_34::observe	0.002589999999999981	0.0	0.012950000000000017
train	linear_l2		subckt_0288	initial	cached_hard_cone	0.02305999999999997	__buf_split_59::control0	-0.00882000000000005	__buf_split_9::observe	0.0024800000000000377	0.011300000000000088	0.02057999999999993
train	linear_l2		subckt_0288	initial	cached_random	0.029770000000000074	__buf_split_478::control1	0.0046000000000000485	__aig_and_762::observe	0.012519999999999976	0.007919999999999927	0.0172500000000001
train	linear_l2		subckt_0288	initial	cached_stride	0.03144999999999998	__aig_and_366::control0	-0.007139999999999924	__aig_and_660::observe	0.0024800000000000377	0.009619999999999962	0.02896999999999994
train	linear_l2		subckt_0289	initial	cached_hard_cone	0.0026200000000000667	__aig_not_3::observe	0.0001900000000001345	__aig_and_10::observe	0.0001900000000001345	0.0	0.002429999999999932
train	linear_l2		subckt_0289	initial	cached_stride	0.0013100000000000334	__aig_and_4537::observe	0.0001900000000001345	__aig_not_5108::observe	0.0001900000000001345	0.0	0.0011199999999998989
train	linear_l2		subckt_0292	initial	cached_hard_cone	0.004770000000000052	__aig_and_5::observe	0.0024699999999999722	__aig_not_3::observe	0.00012000000000000899	-0.0023499999999999632	0.004650000000000043
train	linear_l2		subckt_0292	initial	cached_stride	0.0024100000000000232	__aig_not_35738::observe	0.00012000000000000899	new_n8860::observe	0.00012000000000000899	0.0	0.0022900000000000142
train	linear_l2		subckt_0297	initial	cached_stride	0.24143000000000003	new_n3861_::control0	-0.055540000000000034	__buf_split_10::observe	0.00929000000000002	0.06483000000000005	0.23214
train	linear_l2		subckt_0300	initial	cached_stride	0.004549999999999943	__aig_and_571::control0	4.999999999988347e-05	__aig_not_832::observe	8.999999999992347e-05	4.0000000000040004e-05	0.0044600000000000195
train	linear_l2		subckt_0313	initial	cached_hard_cone	0.018750000000000044	__aig_and_12::control0	-0.018289999999999917	__aig_and_7::observe	0.01265000000000005	0.030939999999999968	0.006099999999999994
train	linear_l2		subckt_0313	initial	cached_random	0.018750000000000044	__aig_and_382::control0	-0.0368099999999999	U276::observe	0.00022999999999995246	0.03703999999999985	0.018520000000000092
train	linear_l2		subckt_0313	initial	cached_stride	0.018750000000000044	__buf_split_298::control1	-0.018289999999999917	__buf_split_9::observe	0.018750000000000044	0.03703999999999996	0.0
train	linear_l2		subckt_0315	initial	cached_hard_cone	0.02976000000000001	__buf_split_114::control1	0.0023600000000000287	__buf_split_9::observe	0.004690000000000083	0.0023300000000000542	0.025069999999999926
train	linear_l2		subckt_0315	initial	cached_random	0.17017000000000015	__aig_and_475::control1	0.0023600000000000287	__aig_not_1211::observe	0.008100000000000107	0.005740000000000078	0.16207000000000005
train	linear_l2		subckt_0315	initial	cached_stride	0.018299999999999983	__buf_split_748::control1	0.0023600000000000287	__buf_split_9::observe	0.004690000000000083	0.0023300000000000542	0.0136099999999999
train	linear_l2		subckt_0317	initial	cached_stride	3.999999999992898e-05	new_n41207_::control1	2.0000000000020002e-05	new_n35997_::observe	3.999999999992898e-05	1.999999999990898e-05	0.0
train	linear_l2		subckt_0319	initial	cached_stride	6.999999999990347e-05	__buf_split_385::control1	3.999999999981796e-05	__aig_and_69::observe	6.999999999990347e-05	3.0000000000085514e-05	0.0
train	linear_l2		subckt_0322	initial	cached_hard_cone	0.0035800000000000276	__aig_and_5::observe	0.0035800000000000276	__aig_and_10::observe	0.000220000000000109	-0.0033599999999999186	0.0033599999999999186
train	linear_l2		subckt_0322	initial	cached_stride	0.0017900000000000693	new_n15397::control1	0.00010999999999994348	new_n12416::observe	0.000220000000000109	0.00011000000000016552	0.0015699999999999603
train	linear_l2		subckt_0324	initial	cached_stride	0.00012999999999996348	__aig_not_807::observe	0.00012999999999996348	__aig_not_807::observe	0.00012999999999996348	0.0	0.0
train	linear_l2		subckt_0327	initial	cached_hard_cone	0.03881000000000001	__buf_split_14::observe	0.0007000000000000339	__buf_split_14::observe	0.0007000000000000339	0.0	0.03810999999999998
train	linear_l2		subckt_0327	initial	cached_random	0.038920000000000066	new_n3734_::observe	0.038920000000000066	new_n3734_::observe	0.038920000000000066	0.0	0.0
train	linear_l2		subckt_0327	initial	cached_stride	0.03881000000000001	new_n4274_::observe	0.0007000000000000339	__buf_split_14::observe	0.0007000000000000339	0.0	0.03810999999999998
train	linear_l2		subckt_0332	initial	cached_hard_cone	0.005999999999999894	__buf_split_5516::control0	1.999999999990898e-05	new_n4644_::observe	1.999999999990898e-05	0.0	0.005979999999999985
train	linear_l2		subckt_0338	initial	cached_hard_cone	0.005190000000000028	new_n1374_::observe	9.00000000000345e-05	new_n1374_::observe	9.00000000000345e-05	0.0	0.005099999999999993
train	linear_l2		subckt_0338	initial	cached_random	0.0027200000000000557	pv432::observe	0.0027200000000000557	pv432::observe	0.0027200000000000557	0.0	0.0
train	linear_l2		subckt_0338	initial	cached_stride	0.0027200000000000557	new_n3138_::observe	0.00017999999999995797	new_n3814_::observe	0.0027200000000000557	0.0025400000000000977	0.0
train	linear_l2		subckt_0360	initial	cached_hard_cone	0.01436000000000004	__aig_not_1133::control0	0.0007800000000000029	U639::observe	0.0007800000000000029	0.0	0.013580000000000036
train	linear_l2		subckt_0360	initial	cached_random	0.04893000000000003	__aig_and_475::control1	0.0007800000000000029	U880::observe	-0.0004499999999998394	-0.0012299999999998423	0.04937999999999987
train	linear_l2		subckt_0360	initial	cached_stride	0.046459999999999946	__aig_and_485::control1	0.0007800000000000029	__aig_not_840::observe	-0.0008999999999999009	-0.0016799999999999038	0.04735999999999985
