split	variant	score_field	kind	groups	actions	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	pairwise_accuracy	pairwise_count	ndcg_at_5	ndcg_at_10
expanded_val	linear	ranker_score	ranker	37	666	0.5845477667151566	0.5465133875428597	0.46551338184970215	0.006691891891891881	0.020399189189189208	0.0	0.539039039039039	0.7680759306632486	4023	0.7368553413084188	0.7884520539443921
transfer	linear	ranker_score	ranker	6	288	-0.08231634088833936	-0.07686094951717382	-0.0347708130317529	-0.003533333333333296	0.02672333333333332	0.16666666666666666	0.34027777777777773	0.4632675996503945	3712	0.3686381602339545	0.39752541719610485
train	linear_l2	ranker_score	ranker	180	4320	0.4520793316731631	0.4539424283955109	0.29310399158807093	0.0045731111111111085	0.015572666666666657	0.027777777777777776	0.6222222222222222	0.6729023015052784	25453	0.7323242259628044	0.7773403397213798
expanded_val	linear_l2	ranker_score	ranker	37	666	0.5847415523968496	0.5458806304028525	0.4655901801195616	0.006691891891891881	0.020399189189189208	0.0	0.460960960960961	0.767770442569628	4027	0.7368553413084188	0.7884957834761341
transfer	linear_l2	ranker_score	ranker	6	288	-0.08340659923965062	-0.07781667256273615	-0.0348849575209716	-0.003533333333333296	0.02672333333333332	0.16666666666666666	0.6597222222222222	0.46343614038945824	3713	0.3686381602339545	0.39752541719610485
train	mlp_small	ranker_score	ranker	180	4320	0.5467859232368331	0.5452040162936915	0.4567894871307831	0.005383777777777775	0.01476199999999999	0.016666666666666666	0.7216049382716049	0.7824477637757782	25453	0.7915534519777581	0.8366669304735177
expanded_val	mlp_small	ranker_score	ranker	37	666	0.5032885535346306	0.47587787686583816	0.3857790658964358	0.007384594594594585	0.019706486486486506	0.0	0.460960960960961	0.7345257340243598	4024	0.692096315661833	0.7670479204357564
transfer	mlp_small	ranker_score	ranker	6	288	0.23495910453024008	0.20580748872526386	0.2796160431758496	0.008225000000000001	0.014965000000000025	0.0	0.6597222222222222	0.6228845603826261	3711	0.7295904490914898	0.7707974549760195
train	action_type_linear	ranker_score	ranker	180	4320	0.45937813914877323	0.46194413720227556	0.3000036837209742	0.00310433333333333	0.01704144444444444	0.016666666666666666	0.6070987654320987	0.678911173226742	25453	0.7288167289370284	0.7784508852297749
expanded_val	action_type_linear	ranker_score	ranker	37	666	0.5638683125609344	0.5343398152183257	0.46151239829379587	0.00662486486486485	0.020466216216216238	0.0	0.539039039039039	0.7560512486311677	4021	0.7378758318785734	0.7860322998347787
transfer	action_type_linear	ranker_score	ranker	6	288	-0.04607348978758589	-0.03729484123607683	-0.009496817073573846	0.0012416666666666965	0.02194833333333333	0.0	0.34027777777777773	0.47421468872215916	3710	0.4383813716365789	0.4307979508438051
