split	checkpoint_name	benchmark_id	state_id	candidate_strategy	rows	positive	zero	negative	negative_rate	control_negative	observe_negative	best_action	best_delta_tc	worst_action	worst_delta_tc	mean_delta_tc
topup		subckt_0060	initial	cached_random	36	0	14	22	0.6111111111111112	22	0	__buf_split_7170::control1	0.0	__buf_split_7170::control0	-0.002990000000000048	-0.0018272222222222518
topup		subckt_0060	initial	cached_stride	36	0	16	20	0.5555555555555556	20	0	__buf_split_7254::observe	0.0	__buf_split_7254::control1	-0.008979999999999988	-0.0019108333333333585
topup		subckt_0062	initial	cached_hard_cone	36	13	0	23	0.6388888888888888	23	0	__buf_split_399::observe	7.999999999996898e-05	__buf_split_399::control1	-0.009220000000000006	-0.003164166666666727
topup		subckt_0062	initial	cached_random	36	15	0	21	0.5833333333333334	21	0	new_n806_::observe	7.999999999996898e-05	__buf_split_401::control1	-0.009220000000000006	-0.0027761111111111706
topup		subckt_0062	initial	cached_stride	36	14	0	22	0.6111111111111112	22	0	__buf_split_399::observe	7.999999999996898e-05	__buf_split_399::control1	-0.009220000000000006	-0.003034444444444503
topup		subckt_0066	initial	cached_hard_cone	36	35	0	1	0.027777777777777776	1	0	new_n744_::control1	0.0035200000000000786	__buf_split_549::control1	-0.003469999999999862	2.8611111111233784e-05
topup		subckt_0066	initial	cached_random	36	36	0	0	0.0	0	0	new_n428_::control1	0.0035200000000000786	__buf_split_1269::control0	2.0000000000131024e-05	0.0002227777777778988
topup		subckt_0066	initial	cached_stride	36	36	0	0	0.0	0	0	__buf_split_240::control1	0.0035200000000000786	__buf_split_240::control0	2.0000000000131024e-05	0.00012472222222234541
topup		subckt_0067	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_78392::control0	0.0	__aig_not_78392::control0	0.0	0.0
topup		subckt_0067	initial	cached_random	36	0	36	0	0.0	0	0	new_n32155::control0	0.0	new_n32155::control0	0.0	0.0
topup		subckt_0067	initial	cached_stride	36	0	36	0	0.0	0	0	new_n31864::control0	0.0	new_n31864::control0	0.0	0.0
topup		subckt_0069	initial	cached_hard_cone	36	31	0	5	0.1388888888888889	5	0	new_n2147_::control0	0.0018099999999999783	new_n2147_::control1	-0.0017600000000000948	-0.00017305555555564075
topup		subckt_0069	initial	cached_random	36	28	0	8	0.2222222222222222	8	0	__buf_split_1177::control0	0.0018099999999999783	__buf_split_1101::control1	-0.0017600000000000948	-0.0003191666666667499
topup		subckt_0069	initial	cached_stride	36	30	0	6	0.16666666666666666	6	0	new_n2147_::control0	0.0018099999999999783	new_n2147_::control1	-0.0017600000000000948	-0.00012194444444452477
topup		subckt_0071	initial	cached_hard_cone	36	0	36	0	0.0	0	0	U153::control0	0.0	U153::control0	0.0	0.0
topup		subckt_0071	initial	cached_random	36	0	36	0	0.0	0	0	__aig_and_57::control0	0.0	__aig_and_57::control0	0.0	0.0
topup		subckt_0071	initial	cached_stride	36	0	36	0	0.0	0	0	U154::control0	0.0	U154::control0	0.0	0.0
topup		subckt_0075	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_32180::control0	0.0	__aig_not_32180::control0	0.0	0.0
topup		subckt_0075	initial	cached_random	36	0	36	0	0.0	0	0	__aig_not_32137::control0	0.0	__aig_not_32137::control0	0.0	0.0
topup		subckt_0075	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_21266::control0	0.0	__buf_split_21266::control0	0.0	0.0
topup		subckt_0082	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__buf_split_76509::control0	0.0	__buf_split_76509::control0	0.0	0.0
topup		subckt_0082	initial	cached_random	36	0	36	0	0.0	0	0	new_n108712_::control0	0.0	new_n108712_::control0	0.0	0.0
topup		subckt_0082	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_76390::control0	0.0	__buf_split_76390::control0	0.0	0.0
topup		subckt_0084	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n1066_::control0	0.0	new_n1066_::control0	0.0	0.0
topup		subckt_0084	initial	cached_random	36	0	36	0	0.0	0	0	new_n1297_::control0	0.0	new_n1297_::control0	0.0	0.0
topup		subckt_0084	initial	cached_stride	36	0	36	0	0.0	0	0	new_n1066_::control0	0.0	new_n1066_::control0	0.0	0.0
topup		subckt_0085	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__buf_split_313::control0	0.0	__buf_split_313::control0	0.0	0.0
topup		subckt_0085	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_222::control0	0.0	__buf_split_222::control0	0.0	0.0
topup		subckt_0085	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_162::control0	0.0	__buf_split_162::control0	0.0	0.0
topup		subckt_0089	initial	cached_hard_cone	36	0	36	0	0.0	0	0	U505::control0	0.0	U505::control0	0.0	0.0
topup		subckt_0089	initial	cached_random	36	0	36	0	0.0	0	0	__aig_and_399::control0	0.0	__aig_and_399::control0	0.0	0.0
topup		subckt_0089	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_501::control0	0.0	__buf_split_501::control0	0.0	0.0
topup		subckt_0090	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_441::control0	0.0	__aig_not_441::control0	0.0	0.0
topup		subckt_0090	initial	cached_random	36	0	36	0	0.0	0	0	__aig_not_116::control0	0.0	__aig_not_116::control0	0.0	0.0
topup		subckt_0090	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_142::control0	0.0	__buf_split_142::control0	0.0	0.0
topup		subckt_0091	initial	cached_hard_cone	36	0	36	0	0.0	0	0	815::control0	0.0	815::control0	0.0	0.0
topup		subckt_0091	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_706::control0	0.0	__buf_split_706::control0	0.0	0.0
topup		subckt_0091	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_359::control0	0.0	__buf_split_359::control0	0.0	0.0
topup		subckt_0092	initial	cached_hard_cone	36	0	34	2	0.05555555555555555	2	0	new_n746_::control0	0.0	new_n864_::control1	-0.0013299999999999423	-7.388888888888568e-05
topup		subckt_0092	initial	cached_random	36	0	36	0	0.0	0	0	new_n955_::control0	0.0	new_n955_::control0	0.0	0.0
topup		subckt_0092	initial	cached_stride	36	0	35	1	0.027777777777777776	1	0	__buf_split_87::control0	0.0	__buf_split_148::control1	-0.0013299999999999423	-3.694444444444284e-05
topup		subckt_0094	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__buf_split_202::control0	0.0	__buf_split_202::control0	0.0	0.0
topup		subckt_0094	initial	cached_random	36	0	36	0	0.0	0	0	__aig_not_55::control0	0.0	__aig_not_55::control0	0.0	0.0
topup		subckt_0094	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_85::control0	0.0	__buf_split_85::control0	0.0	0.0
topup		subckt_0095	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n56239_::control0	0.0	new_n56239_::control0	0.0	0.0
topup		subckt_0095	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_43612::control0	0.0	__buf_split_43612::control0	0.0	0.0
topup		subckt_0095	initial	cached_stride	36	0	36	0	0.0	0	0	new_n56262_::control0	0.0	new_n56262_::control0	0.0	0.0
topup		subckt_0096	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n2226_::control0	0.0	new_n2226_::control0	0.0	0.0
topup		subckt_0096	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_984::control0	0.0	__buf_split_984::control0	0.0	0.0
topup		subckt_0096	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_1747::control0	0.0	__buf_split_1747::control0	0.0	0.0
topup		subckt_0097	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n1229_::control0	0.0	new_n1229_::control0	0.0	0.0
topup		subckt_0097	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_815::control0	0.0	__buf_split_815::control0	0.0	0.0
topup		subckt_0097	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_714::control0	0.0	__buf_split_714::control0	0.0	0.0
topup		subckt_0098	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n461_::control0	0.0	new_n461_::control0	0.0	0.0
topup		subckt_0098	initial	cached_random	36	11	25	0	0.0	0	0	__buf_split_107::observe	1.0000000000065512e-05	__buf_split_107::control0	0.0	3.055555555575573e-06
topup		subckt_0098	initial	cached_stride	36	11	25	0	0.0	0	0	new_n279_::observe	1.0000000000065512e-05	new_n461_::control0	0.0	3.055555555575573e-06
topup		subckt_0099	initial	cached_hard_cone	36	36	0	0	0.0	0	0	new_n277_::control0	5.999999999994898e-05	new_n277_::control0	5.999999999994898e-05	5.999999999994898e-05
topup		subckt_0099	initial	cached_random	36	36	0	0	0.0	0	0	__buf_split_172::observe	0.00012000000000000899	__buf_split_172::control0	5.999999999994898e-05	7.666666666663231e-05
topup		subckt_0099	initial	cached_stride	36	36	0	0	0.0	0	0	__buf_split_183::observe	0.00012000000000000899	new_n277_::control0	5.999999999994898e-05	7.833333333330066e-05
topup		subckt_0100	initial	cached_hard_cone	36	0	36	0	0.0	0	0	1961::control0	0.0	1961::control0	0.0	0.0
topup		subckt_0100	initial	cached_random	36	0	36	0	0.0	0	0	1571::control0	0.0	1571::control0	0.0	0.0
topup		subckt_0100	initial	cached_stride	36	0	36	0	0.0	0	0	1961::control0	0.0	1961::control0	0.0	0.0
topup		subckt_0104	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n47809_::control0	0.0	new_n47809_::control0	0.0	0.0
topup		subckt_0104	initial	cached_random	36	0	36	0	0.0	0	0	new_n46947_::control0	0.0	new_n46947_::control0	0.0	0.0
topup		subckt_0104	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_36760::control0	0.0	__buf_split_36760::control0	0.0	0.0
topup		subckt_0108	initial	cached_hard_cone	36	0	36	0	0.0	0	0	925::control0	0.0	925::control0	0.0	0.0
topup		subckt_0108	initial	cached_random	36	0	36	0	0.0	0	0	1183::control0	0.0	1183::control0	0.0	0.0
topup		subckt_0108	initial	cached_stride	36	0	36	0	0.0	0	0	925::control0	0.0	925::control0	0.0	0.0
topup		subckt_0113	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n2126_::control0	0.0	new_n2126_::control0	0.0	0.0
topup		subckt_0113	initial	cached_random	36	0	36	0	0.0	0	0	new_n2764_::control0	0.0	new_n2764_::control0	0.0	0.0
topup		subckt_0113	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_1683::control0	0.0	__buf_split_1683::control0	0.0	0.0
topup		subckt_0117	initial	cached_hard_cone	36	11	0	25	0.6944444444444444	24	1	new_n4200_::observe	0.008000000000000007	new_n2832_::control0	-0.05152000000000001	-0.020104722222222222
topup		subckt_0117	initial	cached_random	36	11	0	25	0.6944444444444444	24	1	new_n2761_::observe	0.008000000000000007	__buf_split_1838::control1	-0.04359000000000002	-0.018435277777777783
topup		subckt_0117	initial	cached_stride	36	12	0	24	0.6666666666666666	24	0	new_n2865_::observe	0.008000000000000007	new_n2832_::control0	-0.05152000000000001	-0.019875277777777787
topup		subckt_0122	initial	cached_hard_cone	36	0	36	0	0.0	0	0	U260::control0	0.0	U260::control0	0.0	0.0
topup		subckt_0122	initial	cached_random	36	0	36	0	0.0	0	0	U262::control0	0.0	U262::control0	0.0	0.0
topup		subckt_0122	initial	cached_stride	36	0	36	0	0.0	0	0	U255::control0	0.0	U255::control0	0.0	0.0
topup		subckt_0123	initial	cached_hard_cone	36	36	0	0	0.0	0	0	__aig_not_350::observe	4.0000000000040004e-05	__aig_not_350::control0	1.999999999990898e-05	2.6111111111060126e-05
topup		subckt_0123	initial	cached_random	36	36	0	0	0.0	0	0	__buf_split_1565::observe	4.0000000000040004e-05	__buf_split_1565::control0	1.999999999990898e-05	2.6111111111060126e-05
topup		subckt_0123	initial	cached_stride	36	36	0	0	0.0	0	0	__buf_split_450::observe	4.0000000000040004e-05	__buf_split_450::control0	1.999999999990898e-05	2.555555555550093e-05
topup		subckt_0124	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_29681::control0	0.0	__aig_not_29681::control0	0.0	0.0
topup		subckt_0124	initial	cached_random	36	0	36	0	0.0	0	0	new_n14376::control0	0.0	new_n14376::control0	0.0	0.0
topup		subckt_0124	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_19643::control0	0.0	__buf_split_19643::control0	0.0	0.0
topup		subckt_0127	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n22937_::control0	0.0	new_n22937_::control0	0.0	0.0
topup		subckt_0127	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_16467::control0	0.0	__buf_split_16467::control0	0.0	0.0
topup		subckt_0127	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_16488::control0	0.0	__buf_split_16488::control0	0.0	0.0
topup		subckt_0130	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_1833::control0	0.0	__aig_not_1833::control0	0.0	0.0
topup		subckt_0130	initial	cached_random	36	0	36	0	0.0	0	0	new_n1124::control0	0.0	new_n1124::control0	0.0	0.0
topup		subckt_0130	initial	cached_stride	36	0	36	0	0.0	0	0	new_n1109::control0	0.0	new_n1109::control0	0.0	0.0
topup		subckt_0131	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n557919_::control0	0.0	new_n557919_::control0	0.0	0.0
topup		subckt_0131	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_308412::control0	0.0	__buf_split_308412::control0	0.0	0.0
topup		subckt_0131	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_308623::control0	0.0	__buf_split_308623::control0	0.0	0.0
topup		subckt_0132	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n14547_::control0	0.0	new_n14547_::control0	0.0	0.0
topup		subckt_0132	initial	cached_random	36	0	36	0	0.0	0	0	new_n14074_::control0	0.0	new_n14074_::control0	0.0	0.0
topup		subckt_0132	initial	cached_stride	36	0	36	0	0.0	0	0	new_n14077_::control0	0.0	new_n14077_::control0	0.0	0.0
topup		subckt_0137	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_not_1088::control0	0.0	__aig_not_1088::control0	0.0	0.0
topup		subckt_0137	initial	cached_random	36	0	36	0	0.0	0	0	__buf_split_4540::control0	0.0	__buf_split_4540::control0	0.0	0.0
topup		subckt_0137	initial	cached_stride	36	0	36	0	0.0	0	0	new_n864::control0	0.0	new_n864::control0	0.0	0.0
topup		subckt_0138	initial	cached_hard_cone	36	0	36	0	0.0	0	0	new_n40769_::control0	0.0	new_n40769_::control0	0.0	0.0
topup		subckt_0138	initial	cached_random	36	0	36	0	0.0	0	0	new_n36950_::control0	0.0	new_n36950_::control0	0.0	0.0
topup		subckt_0138	initial	cached_stride	36	0	36	0	0.0	0	0	__buf_split_34048::control0	0.0	__buf_split_34048::control0	0.0	0.0
topup		subckt_0142	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__buf_split_267109::control0	0.0	__buf_split_267109::control0	0.0	0.0
topup		subckt_0142	initial	cached_random	36	0	36	0	0.0	0	0	new_n509302_::control0	0.0	new_n509302_::control0	0.0	0.0
topup		subckt_0142	initial	cached_stride	36	0	36	0	0.0	0	0	new_n509097_::control0	0.0	new_n509097_::control0	0.0	0.0
topup		subckt_0144	initial	cached_hard_cone	36	0	36	0	0.0	0	0	__aig_and_6593::control0	0.0	__aig_and_6593::control0	0.0	0.0
