line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
42,__tpi_not_test_en->__tpi_cp_56___buf_split_182 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_56___buf_split_182,__tpi_cp_56___buf_split_182,1,undetected,__tpi_cp_56___buf_split_182,__tpi_cp_56___buf_split_182,__tpi_cp_56___buf_split_182,sa1,1
43,__tpi_not_test_en->__tpi_cp_83_II784 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_83_II784,__tpi_cp_83_II784,1,undetected,__tpi_cp_83_II784,__tpi_cp_83_II784,__tpi_cp_83_II784,sa1,1
44,test_en->__tpi_cp_25___aig_and_73 /0 undetected,input_edge,test_en,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,0,undetected,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,__tpi_cp_25___aig_and_73,sa0,1
45,__tpi_not_test_en->__tpi_cp_24___buf_split_44 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,1,undetected,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,__tpi_cp_24___buf_split_44,sa1,1
46,__tpi_not_test_en->__tpi_cp_17_II788 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_17_II788,__tpi_cp_17_II788,1,undetected,__tpi_cp_17_II788,__tpi_cp_17_II788,__tpi_cp_17_II788,sa1,1
47,__tpi_not_test_en->__tpi_cp_39___buf_split_147 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_39___buf_split_147,__tpi_cp_39___buf_split_147,1,undetected,__tpi_cp_39___buf_split_147,__tpi_cp_39___buf_split_147,__tpi_cp_39___buf_split_147,sa1,1
48,__tpi_not_test_en->__tpi_cp_37_II741 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_37_II741,__tpi_cp_37_II741,1,undetected,__tpi_cp_37_II741,__tpi_cp_37_II741,__tpi_cp_37_II741,sa1,1
49,__tpi_not_test_en->__tpi_cp_49_II740 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_49_II740,__tpi_cp_49_II740,1,undetected,__tpi_cp_49_II740,__tpi_cp_49_II740,__tpi_cp_49_II740,sa1,1
50,__tpi_not_test_en->__tpi_cp_51___buf_split_40 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_51___buf_split_40,__tpi_cp_51___buf_split_40,1,undetected,__tpi_cp_51___buf_split_40,__tpi_cp_51___buf_split_40,__tpi_cp_51___buf_split_40,sa1,1
51,test_en->__tpi_cp_0_II611_2 /0 undetected,input_edge,test_en,__tpi_cp_0_II611_2,__tpi_cp_0_II611_2,0,undetected,__tpi_cp_0_II611_2,__tpi_cp_0_II611_2,__tpi_cp_0_II611_2,sa0,1
52,__tpi_not_test_en->__tpi_cp_76___buf_split_31 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_76___buf_split_31,__tpi_cp_76___buf_split_31,1,undetected,__tpi_cp_76___buf_split_31,__tpi_cp_76___buf_split_31,__tpi_cp_76___buf_split_31,sa1,1
53,__tpi_not_test_en->__tpi_cp_48_II708 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_48_II708,__tpi_cp_48_II708,1,undetected,__tpi_cp_48_II708,__tpi_cp_48_II708,__tpi_cp_48_II708,sa1,1
54,test_en->__tpi_cp_72___buf_split_141 /0 undetected,input_edge,test_en,__tpi_cp_72___buf_split_141,__tpi_cp_72___buf_split_141,0,undetected,__tpi_cp_72___buf_split_141,__tpi_cp_72___buf_split_141,__tpi_cp_72___buf_split_141,sa0,1
55,test_en->__tpi_cp_70_II713 /0 undetected,input_edge,test_en,__tpi_cp_70_II713,__tpi_cp_70_II713,0,undetected,__tpi_cp_70_II713,__tpi_cp_70_II713,__tpi_cp_70_II713,sa0,1
56,__tpi_not_test_en->__tpi_cp_45_II675 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_45_II675,__tpi_cp_45_II675,1,undetected,__tpi_cp_45_II675,__tpi_cp_45_II675,__tpi_cp_45_II675,sa1,1
57,__tpi_not_test_en->__tpi_cp_65___buf_split_36 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_65___buf_split_36,__tpi_cp_65___buf_split_36,1,undetected,__tpi_cp_65___buf_split_36,__tpi_cp_65___buf_split_36,__tpi_cp_65___buf_split_36,sa1,1
58,__tpi_not_test_en->__tpi_cp_30___aig_not_189 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,1,undetected,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,__tpi_cp_30___aig_not_189,sa1,1
59,test_en->__tpi_cp_4___aig_and_188 /0 undetected,input_edge,test_en,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,0,undetected,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,__tpi_cp_4___aig_and_188,sa0,1
60,__tpi_not_test_en->__tpi_cp_15___buf_split_178 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,1,undetected,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,__tpi_cp_15___buf_split_178,sa1,1
61,__tpi_not_test_en->__tpi_cp_35_II716 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_35_II716,__tpi_cp_35_II716,1,undetected,__tpi_cp_35_II716,__tpi_cp_35_II716,__tpi_cp_35_II716,sa1,1
62,__tpi_not_test_en->__tpi_cp_44___aig_not_186 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_44___aig_not_186,__tpi_cp_44___aig_not_186,1,undetected,__tpi_cp_44___aig_not_186,__tpi_cp_44___aig_not_186,__tpi_cp_44___aig_not_186,sa1,1
63,__tpi_not_test_en->__tpi_cp_28___buf_split_177 /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,1,undetected,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,__tpi_cp_28___buf_split_177,sa1,1
