line_no,raw,site_type,src_node,dst_node,node,sa_value,status,original_node,net,tmax_site,fault_type,is_hard
63,__tpi_not_test_en->__tpi_cp_4_new_n21532_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_4_new_n21532_,__tpi_cp_4_new_n21532_,1,undetected,__tpi_cp_4_new_n21532_,__tpi_cp_4_new_n21532_,__tpi_cp_4_new_n21532_,sa1,1
64,__buf_split_10635 /1 undetected,output,,__buf_split_10635,__buf_split_10635,1,undetected,__buf_split_10635,__buf_split_10635,__buf_split_10635,sa1,1
65,__tpi_not_test_en->__tpi_cp_5_new_n16272_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_5_new_n16272_,__tpi_cp_5_new_n16272_,1,undetected,__tpi_cp_5_new_n16272_,__tpi_cp_5_new_n16272_,__tpi_cp_5_new_n16272_,sa1,1
66,new_n16270_ /1 undetected,output,,new_n16270_,new_n16270_,1,undetected,new_n16270_,new_n16270_,new_n16270_,sa1,1
67,new_n16257_ /1 undetected,output,,new_n16257_,new_n16257_,1,undetected,new_n16257_,new_n16257_,new_n16257_,sa1,1
68,new_n16254_ /1 undetected,output,,new_n16254_,new_n16254_,1,undetected,new_n16254_,new_n16254_,new_n16254_,sa1,1
69,new_n16249_ /1 undetected,output,,new_n16249_,new_n16249_,1,undetected,new_n16249_,new_n16249_,new_n16249_,sa1,1
70,new_n16247_ /1 undetected,output,,new_n16247_,new_n16247_,1,undetected,new_n16247_,new_n16247_,new_n16247_,sa1,1
71,__tpi_not_test_en->__tpi_cp_3_new_n16245_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_3_new_n16245_,__tpi_cp_3_new_n16245_,1,undetected,__tpi_cp_3_new_n16245_,__tpi_cp_3_new_n16245_,__tpi_cp_3_new_n16245_,sa1,1
72,__buf_split_7010 /1 undetected,output,,__buf_split_7010,__buf_split_7010,1,undetected,__buf_split_7010,__buf_split_7010,__buf_split_7010,sa1,1
73,__buf_split_7006 /1 undetected,output,,__buf_split_7006,__buf_split_7006,1,undetected,__buf_split_7006,__buf_split_7006,__buf_split_7006,sa1,1
74,__tpi_not_test_en->__tpi_cp_30_new_n16237_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,1,undetected,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,sa1,1
75,__tpi_cp_30_new_n16237_ /1 undetected,output,,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,1,undetected,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,__tpi_cp_30_new_n16237_,sa1,1
76,new_n16237_ /1 undetected,output,,new_n16237_,new_n16237_,1,undetected,new_n16237_,new_n16237_,new_n16237_,sa1,1
77,new_n16236_ /1 undetected,output,,new_n16236_,new_n16236_,1,undetected,new_n16236_,new_n16236_,new_n16236_,sa1,1
78,new_n16233_ /1 undetected,output,,new_n16233_,new_n16233_,1,undetected,new_n16233_,new_n16233_,new_n16233_,sa1,1
79,new_n16230_ /1 undetected,output,,new_n16230_,new_n16230_,1,undetected,new_n16230_,new_n16230_,new_n16230_,sa1,1
80,new_n16228_ /1 undetected,output,,new_n16228_,new_n16228_,1,undetected,new_n16228_,new_n16228_,new_n16228_,sa1,1
81,__tpi_not_test_en->__tpi_cp_0_new_n16225_ /1 undetected,input_edge,__tpi_not_test_en,__tpi_cp_0_new_n16225_,__tpi_cp_0_new_n16225_,1,undetected,__tpi_cp_0_new_n16225_,__tpi_cp_0_new_n16225_,__tpi_cp_0_new_n16225_,sa1,1
