split	benchmark_id	state_id	candidate_strategy	input_rows	kept_rows	positive	zero	negative	control_negative	observe_negative	decision	reason
train	subckt_0014	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0014	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0015	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0015	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0015	initial	cached_stride	36	0	35	0	1	1	0	drop	negative<3
train	subckt_0016	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0016	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0016	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0018	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0018	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0018	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0020	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0020	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0020	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0021	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0021	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0021	initial	cached_stride	18	18	13	0	5	5	0	keep	balanced
train	subckt_0022	initial	cached_hard_cone	36	0	34	0	2	1	1	drop	negative<3
train	subckt_0022	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0022	initial	cached_stride	36	0	35	0	1	1	0	drop	negative<3
train	subckt_0023	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0023	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0023	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0025	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0025	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0025	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0026	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0026	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0026	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0029	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0029	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0029	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0030	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0030	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0030	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0031	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0031	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0031	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0033	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0033	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0033	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0034	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0034	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0034	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0035	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0035	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0035	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0036	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0036	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0036	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0037	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0037	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0037	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0038	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0038	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0038	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0039	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0039	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0039	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0041	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0041	initial	cached_random	18	18	6	0	12	12	0	keep	balanced
train	subckt_0041	initial	cached_stride	18	18	6	0	12	12	0	keep	balanced
train	subckt_0042	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0042	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0042	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0043	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0043	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0043	initial	cached_stride	18	0	16	0	2	1	1	drop	negative<3
train	subckt_0044	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0044	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0044	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0046	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0046	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0046	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0047	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0047	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0047	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0048	initial	cached_hard_cone	36	36	12	0	24	24	0	keep	balanced
train	subckt_0048	initial	cached_random	36	36	11	0	25	24	1	keep	balanced
train	subckt_0048	initial	cached_stride	36	36	12	0	24	24	0	keep	balanced
train	subckt_0049	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0049	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
train	subckt_0049	initial	cached_stride	18	18	5	0	13	12	1	keep	balanced
train	subckt_0051	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0051	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0051	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0052	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0052	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0052	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0054	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0054	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0054	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0057	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0057	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0057	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0058	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0058	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0058	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0059	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0059	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0059	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0060	initial	cached_hard_cone	36	0	0	14	22	21	1	drop	positive<3
train	subckt_0060	initial	cached_random	36	0	0	14	22	22	0	drop	positive<3
train	subckt_0060	initial	cached_stride	36	0	0	16	20	20	0	drop	positive<3
train	subckt_0061	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0061	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0061	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0062	initial	cached_hard_cone	36	36	13	0	23	23	0	keep	balanced
train	subckt_0062	initial	cached_random	36	36	15	0	21	21	0	keep	balanced
train	subckt_0062	initial	cached_stride	36	36	14	0	22	22	0	keep	balanced
train	subckt_0063	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0063	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0063	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0066	initial	cached_hard_cone	36	0	35	0	1	1	0	drop	negative<3
train	subckt_0066	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0066	initial	cached_stride	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0067	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0067	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0067	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0068	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0069	initial	cached_hard_cone	36	36	31	0	5	5	0	keep	balanced
train	subckt_0069	initial	cached_random	36	36	28	0	8	8	0	keep	balanced
train	subckt_0069	initial	cached_stride	36	36	30	0	6	6	0	keep	balanced
train	subckt_0071	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0071	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0071	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0072	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0074	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0075	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0075	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0075	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0076	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0081	initial	cached_hard_cone	18	18	11	0	7	7	0	keep	balanced
train	subckt_0081	initial	cached_random	18	18	11	0	7	7	0	keep	balanced
train	subckt_0081	initial	cached_stride	18	18	9	0	9	9	0	keep	balanced
train	subckt_0082	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0082	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0082	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0083	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0083	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0083	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0084	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0084	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0084	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0085	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0085	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0085	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0086	initial	cached_hard_cone	18	18	14	0	4	4	0	keep	balanced
train	subckt_0086	initial	cached_random	18	18	15	0	3	3	0	keep	balanced
train	subckt_0086	initial	cached_stride	18	18	12	0	6	6	0	keep	balanced
train	subckt_0089	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0089	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0089	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0090	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0090	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0090	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0091	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0091	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0091	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0092	initial	cached_hard_cone	36	0	0	34	2	2	0	drop	negative<3
train	subckt_0092	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0092	initial	cached_stride	36	0	0	35	1	1	0	drop	negative<3
train	subckt_0093	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0093	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0093	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0094	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0094	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0094	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0095	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0095	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0095	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0096	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0096	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0096	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0097	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0097	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0097	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0098	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0098	initial	cached_random	36	0	11	25	0	0	0	drop	negative<3
train	subckt_0098	initial	cached_stride	36	0	11	25	0	0	0	drop	negative<3
train	subckt_0099	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0099	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0099	initial	cached_stride	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0100	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0100	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0100	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0101	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0103	initial	cached_hard_cone	18	18	14	0	4	4	0	keep	balanced
train	subckt_0103	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0103	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0104	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0104	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0104	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0107	initial	cached_hard_cone	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0107	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0107	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0108	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0108	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0108	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0109	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0109	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0109	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0113	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0113	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0113	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0116	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0116	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0116	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0117	initial	cached_hard_cone	36	36	11	0	25	24	1	keep	balanced
train	subckt_0117	initial	cached_random	36	36	11	0	25	24	1	keep	balanced
train	subckt_0117	initial	cached_stride	36	36	12	0	24	24	0	keep	balanced
train	subckt_0118	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0118	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0118	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0120	initial	cached_hard_cone	18	18	6	0	12	12	0	keep	balanced
train	subckt_0120	initial	cached_random	18	18	5	0	13	12	1	keep	balanced
train	subckt_0120	initial	cached_stride	18	18	7	0	11	10	1	keep	balanced
train	subckt_0121	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0121	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0121	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0122	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0122	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0122	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0123	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0123	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0123	initial	cached_stride	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0124	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0124	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0124	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0126	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0126	initial	cached_random	18	18	15	0	3	3	0	keep	balanced
train	subckt_0126	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0127	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0127	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0127	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0128	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0128	initial	cached_random	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0128	initial	cached_stride	18	0	16	0	2	2	0	drop	negative<3
train	subckt_0130	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0130	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0130	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0131	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0131	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0131	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0132	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0132	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0132	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0133	initial	cached_hard_cone	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0133	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0133	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0136	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0136	initial	cached_random	18	18	13	0	5	5	0	keep	balanced
train	subckt_0136	initial	cached_stride	18	18	13	0	5	5	0	keep	balanced
train	subckt_0137	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0137	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0137	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0138	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0138	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0138	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0141	initial	cached_hard_cone	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0141	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0141	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0142	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0142	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0142	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0143	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0144	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0144	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0144	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0145	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0145	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0145	initial	cached_stride	36	0	35	0	1	1	0	drop	negative<3
train	subckt_0146	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0146	initial	cached_random	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0146	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0147	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_hard_cone	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0148	initial	cached_stride	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0151	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0151	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0151	initial	cached_stride	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0153	initial	cached_hard_cone	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0153	initial	cached_random	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0153	initial	cached_stride	36	0	36	0	0	0	0	drop	negative<3
train	subckt_0154	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0154	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0154	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0155	initial	cached_hard_cone	18	18	15	0	3	3	0	keep	balanced
train	subckt_0155	initial	cached_random	18	0	18	0	0	0	0	drop	negative<3
train	subckt_0155	initial	cached_stride	18	0	17	0	1	1	0	drop	negative<3
train	subckt_0157	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0157	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0157	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0158	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0158	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0158	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0159	initial	cached_hard_cone	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0159	initial	cached_random	36	0	0	36	0	0	0	drop	negative<3
train	subckt_0159	initial	cached_stride	36	0	0	36	0	0	0	drop	negative<3
