split	checkpoint_name	method	groups	mean_spearman	mean_kendall_tau	mean_pearson	mean_top1_real_delta_tc	mean_top1_regret	negative_top1_rate	mean_sign_accuracy	mean_calibration_slope	mean_calibration_intercept	rank_changed_groups	rank_changed_rate
transfer	Q_v0_rank0p5	platt	6	0.1730581235350661	0.15688451860910188	0.20140496274542716	0.00549333333333335	0.017696666666666677	0.16666666666666666	0.6597222222222222	-0.003624118460563057	0.0046248412049419985	0	0.0
transfer	Q_v0_rank0p5	raw	6	0.1730581235350661	0.15688451860910188	0.19498773980663142	0.00549333333333335	0.017696666666666677	0.16666666666666666	0.4861111111111111	-0.0012514568047749981	0.0027941673163044377	0	0.0
transfer	Q_v0_rank1p0	circuit_zscore	6	0.07662172859541795	0.06174471087575963	0.13325349042762155	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6354166666666666	-0.00015939374765500805	0.0020254201229165584	0	0.0
transfer	Q_v0_rank1p0	global_zscore	6	0.07662172859541795	0.06174471087575963	0.13325349042762155	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6354166666666666	-0.0027508479716644094	0.004330586863462954	0	0.0
transfer	Q_v0_rank1p0	group_center	6	0.07662172859541795	0.06174471087575963	0.13325349042762152	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6458333333333334	-0.00212007460804834	0.0023624305555555625	0	0.0
transfer	Q_v0_rank1p0	group_rank_pct	6	0.07674800919772376	0.0630366094601542	0.10471388883520671	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6493055555555555	0.004333418367346958	0.00019572137188208472	1	0.16666666666666666
transfer	Q_v0_rank1p0	group_zscore	6	0.07662172859541795	0.06174471087575963	0.13325349042762152	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6458333333333334	0.0016698270957543999	0.0023624305555555625	0	0.0
transfer	Q_v0_rank1p0	platt	6	0.07662172859541795	0.06174471087575963	0.14505623599735815	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.6597222222222222	-0.003578232240749378	0.005926788987706491	0	0.0
transfer	Q_v0_rank1p0	raw	6	0.07662172859541795	0.06174471087575963	0.13325349042762155	0.005478333333333345	0.01771166666666668	0.16666666666666666	0.3958333333333333	-0.00212007460804834	0.003517906493121175	0	0.0
transfer	Q_v0_rank2p0	circuit_zscore	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.5381944444444444	0.005383294076434022	0.0030232714366459725	0	0.0
transfer	Q_v0_rank2p0	global_zscore	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.4826388888888889	0.0117676961866345	0.005061764328011216	0	0.0
transfer	Q_v0_rank2p0	group_center	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.5902777777777778	0.008246777675042137	0.0023624305555555625	0	0.0
transfer	Q_v0_rank2p0	group_rank_pct	6	0.18904391485901903	0.1682204725986117	0.30443005717564015	0.00372166666666666	0.019468333333333365	0.5	0.6493055555555555	0.014311700680272113	-0.004793419784580494	0	0.0
transfer	Q_v0_rank2p0	group_zscore	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.5902777777777778	0.004142565608052455	0.0023624305555555625	0	0.0
transfer	Q_v0_rank2p0	platt	6	0.18892237700208955	0.16777179436647618	0.3022685732288009	0.00372166666666666	0.019468333333333365	0.5	0.6597222222222222	0.0462417617050661	-0.01533240238799729	0	0.0
transfer	Q_v0_rank2p0	raw	6	0.18892237700208955	0.16777179436647618	0.29977345263821936	0.00372166666666666	0.019468333333333365	0.5	0.4444444444444444	0.008246777675042137	0.006594624630356438	0	0.0
transfer	Q_v0_value1_rank1	circuit_zscore	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.5902777777777778	0.004417708592990679	0.0022855993558723235	0	0.0
transfer	Q_v0_value1_rank1	global_zscore	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.8333333333333334	0.010259115782246407	0.0018517282270911542	0	0.0
transfer	Q_v0_value1_rank1	group_center	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.579861111111111	0.007794784450748201	0.0023624305555555625	0	0.0
transfer	Q_v0_value1_rank1	group_rank_pct	6	0.3002087688071019	0.2767667373652768	0.3055704574148483	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.6493055555555555	0.014101326530612244	-0.00468823270975056	1	0.16666666666666666
transfer	Q_v0_value1_rank1	group_zscore	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.579861111111111	0.004066058055480472	0.0023624305555555625	0	0.0
transfer	Q_v0_value1_rank1	platt	6	0.3002244672078064	0.2767631456047754	0.30281223769885046	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.6597222222222222	0.03621521196089634	-0.014011761459702995	0	0.0
transfer	Q_v0_value1_rank1	raw	6	0.3002244672078064	0.2767631456047754	0.29759979429448163	0.010916666666666686	0.01227333333333334	0.16666666666666666	0.6006944444444444	0.007794784450748201	0.005313346261197065	0	0.0
